,vol,no,vol.no,total_pages,year,month,article_title,page_start,page_end,author,category,graphics,notes,volunteer,unique_id
2292,13,5,13.5,76,1991,January/February,Rewriting Women in India,25,28,Urvashi Butalia; Ritu Menon,News Feature,No,"Details the emergence of Women's studies in India inc governmental funds for material production, literacy aids and research",Cassidy Hunt,FBNDDA2295
2293,13,5,13.5,76,1991,January/February,Short Raves,35,36,Unknown,Booklist/Medialist,Yes,Graphics: p.35 'Booklight by Siné Anahita'; p.36 girl reading against a stack of books,Cassidy Hunt,FBNDDA2296
2294,13,5,13.5,76,1991,January/February,Writing Wanted,51,52,Unknown,Advertisements,No,"Submissions wanted for: Andrea Natalie [Lesbian Cartoonist Network]; Trivia, A Journal of Ideas; Canadian Anthology of lesbian short stories (no title); Canadian Advisory Council on the Status of Women; 'Tales of Seduction' anthology; Sage: A Scholarly Journal on Black Women; The Conditions Collective [Cleis Press]; Queer Press (Canadian); A Different Light Bookstore; Rising Tide Press; Making Waves: A Journal By and About Asian/Pacific Islander Women; Dykes, Disabilities and Stuff; Afra Goddess",Cassidy Hunt,FBNDDA2297
2295,13,6,13.6,116,1991,April,Profile: Paradigm Bookstore,19,22,Ann Morse,News Feature,Yes,Graphics: p.20 photograph of Karen Merry at Paradigm,Cassidy Hunt,FBNDDA2298
2296,13,6,13.6,116,1991,April,Taking Care of Business: Memberships,25,30,Ann Morse,News Feature,No,"Outlines benefits of memberships/book club discounts for economics of running a book store with examples (Lucy Thirteen, Pandora Books)",Cassidy Hunt,FBNDDA2299
2297,13,6,13.6,116,1991,April,Small Presses,87,102,Ann Morse,Booklist/Medialist,No,,Cassidy Hunt,FBNDDA2300
2298,13,6,13.6,116,1991,April,Notes From the Computer Table,1,2,Carol Seajay,Editor's Note,No,,Cassidy Hunt,FBNDDA2301
2299,13,6,13.6,116,1991,April,News from the Bookstores,15,18,Carol Seajay,News Feature,No,p.18 includes 'spring Titles' from the Cornell University Press,Cassidy Hunt,FBNDDA2302
2300,13,6,13.6,116,1991,April,Trivia,45,46,Carol Seajay,News Feature,Yes,"Graphics: p.46 small comic strip, 'make love, not war'",Cassidy Hunt,FBNDDA2303
2301,13,6,13.6,116,1991,April,Our Own Presses,63,86,Carol Seajay,Presslist,No,,Cassidy Hunt,FBNDDA2304
2302,13,6,13.6,116,1991,April,Canadian Content,41,43,Donna Murray,News Feature,No,,Cassidy Hunt,FBNDDA2305
2303,13,6,13.6,116,1991,April,Contents Page,3,3,Fbn,Table of Contents,No,,Cassidy Hunt,FBNDDA2306
2304,13,6,13.6,116,1991,April,News/Short Stories,9,14,Fbn,News Feature,No,Stories include: 'section 28 Strikes Again'; 'MATR'X Back in the Salinas Public Library'; ILIS Conference to be Held in US'; ABA Shortlists Ten For ABBY Award'; '1991 ALA Gay/Lesbian Book Awards'; 'Canada Announces Literary Award Winners'; 'Women in Third World Publishing Panel for IPA',Cassidy Hunt,FBNDDA2307
2305,13,6,13.6,116,1991,April,Announcements,44,44,Fbn,Short News,No,,Cassidy Hunt,FBNDDA2308
2306,13,6,13.6,116,1991,April,Back to Press & Other Good News,47,48,Fbn,News Feature,No,,Cassidy Hunt,FBNDDA2309
2307,13,6,13.6,116,1991,April,They Went That-A-Way,49,50,Fbn,They went that-a-way,No,,Cassidy Hunt,FBNDDA2310
2308,13,6,13.6,116,1991,April,Writing Wanted,51,52,Fbn,Advertisements,No,"advertising for: essays, writing, illustrators, workshops",Cassidy Hunt,FBNDDA2311
2309,13,6,13.6,116,1991,April,Bestsellers,53,54,Fbn,Booklist/Medialist,No,,Cassidy Hunt,FBNDDA2312
2310,13,6,13.6,116,1991,April,Advertising Index,115,115,Fbn,Advertisements,No,,Cassidy Hunt,FBNDDA2313
2311,13,6,13.6,116,1991,April,Classified Ads,116,116,Fbn,Advertisements,No,,Cassidy Hunt,FBNDDA2314
2312,13,6,13.6,116,1991,April,Letters,5,8,Judee Post-Woodman [A Different World Bookstore]; Sharon Mason [The Great Catsby]; Karen Merry [Paradigm Distributors]; Karin Aguilar-San Juan [South End Press]; Terry Woodrow [Tough Dove Books]; Belinda Stratton [National Union Of Journalists],Letters,No,,Cassidy Hunt,FBNDDA2315
2313,13,6,13.6,116,1991,April,Share It With the Kids You Love the Best,35,36,Kathleen T. Horning,News Feature,Yes,"Graphics: p. 35 ""Hearts Make Friends"" Varnette P Honeywood; ""Bumpin"" Brenda Joysmith",Cassidy Hunt,FBNDDA2316
2314,13,6,13.6,116,1991,April,University Presses,103,106,Kris Hoover,Booklist/Medialist,No,,Cassidy Hunt,FBNDDA2317
2315,13,6,13.6,116,1991,April,Mysteries,61,62,Mary Lowry,Booklist/Medialist,No,,Cassidy Hunt,FBNDDA2318
2316,13,6,13.6,116,1991,April,Resisting Violence,23,24,Nett Hart,News Feature,No,,Cassidy Hunt,FBNDDA2319
2317,13,6,13.6,116,1991,April,Border Crossing: Books in Canada,37,40,Penny Goldsmith,News Feature,Yes,,Cassidy Hunt,FBNDDA2320
2318,13,6,13.6,116,1991,April,On Publishers Row,107,114,Sandi Torkildson,Presslist,No,,Cassidy Hunt,FBNDDA2321
2319,13,6,13.6,116,1991,April,Science Fiction,57,60,Susanna Sturgis,Booklist/Medialist,Yes,,Cassidy Hunt,FBNDDA2322
2320,13,6,13.6,116,1991,April,Art Books,55,56,Tee A. Corinne,Booklist/Medialist,Yes,,Cassidy Hunt,FBNDDA2323
2321,13,6,13.6,116,1991,April,ABA 1991,31,34,Unknown,News Feature,No,,Cassidy Hunt,FBNDDA2324
2322,13,6,13.6,116,1991,April,Lambda Literary Awards,32,32,Unknown,External Booklist and Awards,No,,Cassidy Hunt,FBNDDA2325
2323,14,SP,14.SP,50,1991,August,Telling Our Stories,10,10,Alyson Publications,Advertisements,Yes,"Advertising 'Dykescapes: Short fiction by lesbians' edited by tina portillo, and 'Certain voices: short stories about gay men' edited by Darryl Pilcher.",Laura Gibbs,FBNDDA2326
2324,14,SP,14.SP,50,1991,August,A woman's wit and wisdom journal,32,32,Amber Lotus,Advertisements,Yes,,Laura Gibbs,FBNDDA2327
2325,14,SP,14.SP,50,1991,August,Obituary: Gale Wilhelm,46,46,Barbara Grier,News Feature,No,Celebrated novelist Gale Wilhelm's death from cancer. Describes her novels 'We too are drifting' and 'torchlight to Valhalla' as 'high on the list of classic lesbian novels considered mandatory reading'.,Laura Gibbs,FBNDDA2328
2326,14,SP,14.SP,50,1991,August,BookPeople,28,28,BookPeople,Advertisements,Yes,,Laura Gibbs,FBNDDA2329
2327,14,SP,14.SP,50,1991,August,Fragrances from around the globe ... to enhance the world within,31,31,California Fragrance Company,Advertisements,Yes,We support women at all levels of company management',Laura Gibbs,FBNDDA2330
2328,14,SP,14.SP,50,1991,August,Contents Page,3,3,Carol Seajay,Table of Contents,No,,Laura Gibbs,FBNDDA2331
2329,14,SP,14.SP,50,1991,August,Sidelines 1991,15,40,Carol Seajay,Other,No,"List of recommended sidelines: buttons, calendars, cards, crafts, display, distributors, fine art prints, fragrance, jewelry, journals, music, posters, pottery, safe sex, stickers, tapes, t-shirts, video.",Laura Gibbs,FBNDDA2332
2330,14,SP,14.SP,50,1991,August,Classified Ads & Literary Personals,48,48,Carol Seajay,Advertisements,No,,Laura Gibbs,FBNDDA2333
2331,14,SP,14.SP,50,1991,August,Frida Kahlo Chronicle Books,20,20,Chronicle Books,Advertisements,Yes,The paintings of Frida Kahlo calendar and postcard book,Laura Gibbs,FBNDDA2334
2332,14,SP,14.SP,50,1991,August,The Fine Art of Presentation,27,27,Clear Solutions,Advertisements,Yes,,Laura Gibbs,FBNDDA2335
2333,14,SP,14.SP,50,1991,August,Coming Home 1992,20,20,Clearwater,Advertisements,Yes,Recycled coyote calendar by Sandy Gullikson,Laura Gibbs,FBNDDA2336
2334,14,SP,14.SP,50,1991,August,"Bookstore Faves, Raves, & Bestselling Sidelines",5,8,Ann Morse,News Feature,Yes,"Some of the highlights include 'Ain't I A Woman' cards, brass Goddess earrings, soft toys for kids. Graphic: Receptivity, Jane Iris Designs",Laura Gibbs,FBNDDA2337
2335,14,SP,14.SP,50,1991,August,Stretch breathe and relax,37,37,Dancing Mountain Productions,Advertisements,Yes,Exercise audio advertisement,Laura Gibbs,FBNDDA2338
2336,14,SP,14.SP,50,1991,August,Recycled Paper: Transitional Complexities,11,13,Dick Mcleester,News Feature,Yes,"Graphic: recycled-paper card by Penny Jackim, Postcard by Matt Wuerker and recycled-paper card by Ros Asquith. Charts increased interest in products made with recycled paper because of environmental consciousness. Dives into what recycled paper is and the effect it has - it's not a fix-all solution.",Laura Gibbs,FBNDDA2339
2337,14,SP,14.SP,50,1991,August,Handpainted silk pouches,27,27,Dreamtime Designs,Advertisements,Yes,,Laura Gibbs,FBNDDA2340
2338,14,SP,14.SP,50,1991,August,The 1991 Sidelines Issue,1,1,Fbn,Editor's Note,No,"Aiming to help booksellers stock their stores with feminist sidelines e.g., buttons, calendars, cards etc.,",Laura Gibbs,FBNDDA2341
2339,14,SP,14.SP,50,1991,August,1992 Dykes to watch out for calendar,18,18,Firebrand Books,Advertisements,Yes,Cartoons by Alison Bechdel,Laura Gibbs,FBNDDA2342
2340,14,SP,14.SP,50,1991,August,Celebrations of Women,40,40,Flower Films; Video,Advertisements,Yes,"Gap-toothed women, julie: old time tales of the blue ridge, where did you get that woman?, music of the spirits (African Mbira). Puamana (Hawaiian songstress).",Laura Gibbs,FBNDDA2343
2341,14,SP,14.SP,50,1991,August,fotofolio,25,25,Fotofolio,Advertisements,Yes,,Laura Gibbs,FBNDDA2344
2342,14,SP,14.SP,50,1991,August,Girlfriend Greetings,24,24,Girlfriend Greetings,Advertisements,Yes,Lesbian greeting cards,Laura Gibbs,FBNDDA2345
2343,14,SP,14.SP,50,1991,August,The Music your customers want to buy,33,33,Goldenrod Horizon,Advertisements,No,,Laura Gibbs,FBNDDA2346
2344,14,SP,14.SP,50,1991,August,Spirit of the mountain and other provocative images by women artists,33,33,In Her Image,Advertisements,Yes,"A gallery of Women's art in Portland, OR",Laura Gibbs,FBNDDA2347
2345,14,SP,14.SP,50,1991,August,Posters of famous women,35,35,Inclusive Classroom Posters,Advertisements,Yes,,Laura Gibbs,FBNDDA2348
2346,14,SP,14.SP,50,1991,August,Inland Book Company,50,50,Inland Book Company,Advertisements,No,,Laura Gibbs,FBNDDA2349
2347,14,SP,14.SP,50,1991,August,Bronze Divinities Collectors Series,30,30,Jane Iris Designs Inc,Advertisements,Yes,,Laura Gibbs,FBNDDA2350
2348,14,SP,14.SP,50,1991,August,Gay & Lesbian Cards are no longer hard to find,24,24,Judy's Cheep Cards,Advertisements,Yes,,Laura Gibbs,FBNDDA2351
2349,14,SP,14.SP,50,1991,August,Katya Sacred Amulets,31,31,Katya Jewelry,Advertisements,Yes,,Laura Gibbs,FBNDDA2352
2350,14,SP,14.SP,50,1991,August,Labrys,37,37,Labrys,Advertisements,Yes,Advertising gold vinyl decals,Laura Gibbs,FBNDDA2353
2351,14,SP,14.SP,50,1991,August,ladyslipper the largest distributor of all types of music by women,32,32,Ladyslipper,Advertisements,Yes,,Laura Gibbs,FBNDDA2354
2352,14,SP,14.SP,50,1991,August,Leeds postcards,23,23,Leeds Postcards,Advertisements,Yes,calls them 'the most exciting feminist political/radical cards in the world,Laura Gibbs,FBNDDA2355
2353,14,SP,14.SP,50,1991,August,Unity.Equality.Freedom.Choice.Justice.Love.Peace.Diversity.,39,39,Little Bear Graphic,Advertisements,Yes,,Laura Gibbs,FBNDDA2356
2354,14,SP,14.SP,50,1991,August,Lizzie Brown,4,4,Lizzie Brown Jewelry,Advertisements,Yes,"Advertising silver, moonstone, amethyst jewelry",Laura Gibbs,FBNDDA2357
2355,14,SP,14.SP,50,1991,August,Creatix cards,26,26,Melissa Harris,Advertisements,Yes,"blank note cards celebrating woman's love of life, beauty, nature and magic",Laura Gibbs,FBNDDA2358
2356,14,SP,14.SP,50,1991,August,Animal Wisdom - Spirit Teachings,17,17,Mother Tongue Ink,Advertisements,Yes,Astrological moon calendar,Laura Gibbs,FBNDDA2359
2357,14,SP,14.SP,50,1991,August,murundoo art cards: the art of sally morgan,23,23,Murundoo Art Cards,Advertisements,Yes,,Laura Gibbs,FBNDDA2360
2358,14,SP,14.SP,50,1991,August,the 92 lunar calendar,9,9,Naiad Press,Advertisements,Yes,,Laura Gibbs,FBNDDA2361
2359,14,SP,14.SP,50,1991,August,Open Hand Publishing,22,22,Open H; Publishing,Advertisements,Yes,Postcards of Native Americans,Laura Gibbs,FBNDDA2362
2360,14,SP,14.SP,50,1991,August,Open Mind Activewear,39,39,Open Mind,Advertisements,No,,Laura Gibbs,FBNDDA2363
2361,14,SP,14.SP,50,1991,August,Buttonize,17,17,Peace; Unity Graphics,Advertisements,Yes,"Lesbian/gay feminist buttons, stickers and t-shirts",Laura Gibbs,FBNDDA2364
2362,14,SP,14.SP,50,1991,August,Pomegranate 1992 calendars,22,22,Pomegranate,Advertisements,Yes,"Advertising 'Women who dared' calendar and postcards, 'Goddesses: the paintings of susan seddon boulet', 'women in art 1992 calendar', 'The image of woman' postcards.",Laura Gibbs,FBNDDA2365
2363,14,SP,14.SP,50,1991,August,Many Strong & Beautiful Women,C2,C2,Positive Images,Advertisements,Yes,"Cards, posters, t-shirts, book bags",Laura Gibbs,FBNDDA2366
2364,14,SP,14.SP,50,1991,August,Pride Products,30,30,Pride Products,Advertisements,Yes,,Laura Gibbs,FBNDDA2367
2365,14,SP,14.SP,50,1991,August,Quality video from real video,40,40,Real Video Limited,Advertisements,Yes,Goddess remembered and the burning times,Laura Gibbs,FBNDDA2368
2366,14,SP,14.SP,50,1991,August,Top selling bookstore sideline! a red one in your window will stop traffic!,39,39,Rising Moon Designs,Advertisements,Yes,Ladies sewing circle and terrorist society,Laura Gibbs,FBNDDA2369
2367,14,SP,14.SP,50,1991,August,Women's Myths & Heritage,25,25,Ruth Zachary,Advertisements,Yes,"Etchings, embossments, cards, multimedia prints, & paintings",Laura Gibbs,FBNDDA2370
2368,14,SP,14.SP,50,1991,August,1992 Calendar Compendium,41,46,Sandi Torkildson; Carol Seajay,Other,Yes,"Graphics: The SageWoman Calendar for 1992, Art by Mayumi Oda in 'Celebrating Women's Spirituality from Crossing Press, Art by Mary Anne Barkhouse in 'Everywoman's Calendar' from the Women's Press/Canada, Art by Sue Martinez Chavez in 'Take Back the Night lunar' from full WoMoon Productions, Art by Georgina Toulouse published by the Women's press/Canada",Laura Gibbs,FBNDDA2371
2369,14,SP,14.SP,50,1991,August,The SageWoman Calendar for 1992,17,17,Sagewoman,Advertisements,Yes,Calendar for 1992,Laura Gibbs,FBNDDA2372
2370,14,SP,14.SP,50,1991,August,New from Sanguinaria Publishing,2,2,Sanguinaria Publishing,Advertisements,Yes,Advertising colored notecards conceived by Selma Miriam,Laura Gibbs,FBNDDA2373
2371,14,SP,14.SP,50,1991,August,The Women's daybook 1992,19,19,Second Story Press,Advertisements,Yes,Featuring photographs of 'Daughters and Mothers',Laura Gibbs,FBNDDA2374
2372,14,SP,14.SP,50,1991,August,Sinister Wisdom poster,36,36,Sinister Wisdom,Advertisements,Yes,"Tee Corinne's sinister wisdom poster. Graphic is three pictures of two women engaging in sexual activity, includes differently abled woman.",Laura Gibbs,FBNDDA2375
2373,14,SP,14.SP,50,1991,August,Specialty Magazines & Calendars,20,20,Small Changes Magazines & Calendars,Advertisements,Yes,Bestselling and rare magazines and calendars,Laura Gibbs,FBNDDA2376
2374,14,SP,14.SP,50,1991,August,Spellbound: a women workers' co-operative,26,26,Spellbound,Advertisements,Yes,Feminist black and white postcards,Laura Gibbs,FBNDDA2377
2375,14,SP,14.SP,50,1991,August,Sara Steele Originals,16,16,Steeleworks,Advertisements,Yes,Sara Steele calendar pictured in ad.,Laura Gibbs,FBNDDA2378
2376,14,SP,14.SP,50,1991,August,Recycling in the Bookstore,47,47,Suzanne,Other,No,On increased recycling in two sisters' newsletter (reprint),Laura Gibbs,FBNDDA2379
2377,14,SP,14.SP,50,1991,August,Carry it On,14,14,Syracuse Cultural Workers,Advertisements,Yes,Advertising 1992 peace calendar,Laura Gibbs,FBNDDA2380
2378,14,SP,14.SP,50,1991,August,The Crossing Press,21,21,The Crossing Press,Advertisements,Yes,Celebrating Women's spirituality 1992 engagement calendar and the women writers 1992 desk calendar,Laura Gibbs,FBNDDA2381
2379,14,SP,14.SP,50,1991,August,"The Naiad Press, Inc.",49,49,The Naiad Press,Advertisements,Yes,"Advertising 'Clearwater' by Catherine Ennis, 'The Hallelujah Murders' by Dorothy Tell, 'The Daughters of Artemis' by Lauren Wright Douglas.",Laura Gibbs,FBNDDA2382
2380,14,SP,14.SP,50,1991,August,Award-winning ecology song cassette: all in this together,34,34,Unknown,Advertisements,Yes,,Laura Gibbs,FBNDDA2383
2381,14,SP,14.SP,50,1991,August,Valley of the sun,38,38,Valley Of The Sun Publishing,Advertisements,Yes,Discover the empowering potential of eternal feminine principles and become the woman you truly want to be'.,Laura Gibbs,FBNDDA2384
2382,14,SP,14.SP,50,1991,August,VisionWorks,23,23,Visionworks,Advertisements,Yes,,Laura Gibbs,FBNDDA2385
2383,14,SP,14.SP,50,1991,August,Womontyme Distribution Company,29,29,Womontyme Distribution Company,Advertisements,No,,Laura Gibbs,FBNDDA2386
2384,14,SP,14.SP,50,1991,August,Refrigerator Art,35,35,Word Weavers,Advertisements,Yes,,Laura Gibbs,FBNDDA2387
2385,14,1,14.1,104,1991,May,FBN Table of Contents,3,3,Unknown,Table of Contents,No,,Carla Bullock,FBNDDA2388
2386,14,1,14.1,104,1991,May,Brother to Brother,61,61,Alyson Publications,Advertisements,Yes,"ad for Brother to Brother: New Writing by Black Gay Men by Essex Hemphill (ed.) and Joseph Beam. blurb, blurb, graphic of the cover",Katie Stollmack,FBNDDA2389
2387,14,1,14.1,104,1991,May,Back to Press and Other Good News,39,40,Am,Short News,Yes,"books back in press, changes in rights, awards. graphic of a woman working a printing press",Katie Stollmack,FBNDDA2390
2388,14,1,14.1,104,1991,May,From the Small Presses,70,83,Ann Morse,Presslist,Yes,"list of new titles from the small presses, graphics of stack so of books breaking up the text",Katie Stollmack,FBNDDA2391
2389,14,1,14.1,104,1991,May,Now Available from Arte Publico Press,80,80,Arte Publico Press,Advertisements,No,"ad for From the Cables of Genocide: Poems on Love and Hunger by Lorna Dee Ceravantes, Communion by Pat Mora, and Shattering the Myth: Hispanic Women Playwrights by Denise Chavez (ed.)",Katie Stollmack,FBNDDA2392
2390,14,1,14.1,104,1991,May,Dragontime,46,46,Ash Tree Publishing,Advertisements,Yes,"ad for Dragontime: Magin and Mystery of Menstruation by Luisa Francia, graphic of the cover",Katie Stollmack,FBNDDA2393
2391,14,1,14.1,104,1991,May,Aunt Lute Books Announces,30,30,Aunt Lute Books,Advertisements,Yes,"ad for Daughter of the Mountain, Un Cuento by Edna Escamill and Send My Roots Rain by Ibis Gomez-Vega",Katie Stollmack,FBNDDA2394
2392,14,1,14.1,104,1991,May,What's New in Women's Studies?,96,96,Blackwell Publishers,Advertisements,No,"ad for Veronica and her Cloth by Ewa Kuryluk, Italian Feminist Thought by Paola Bono and Sandra Kemp (ed.), Engendering Archaeology by Joan M. Gero and Margaret W. Conkey (ed.), Theology and Feminism by Daphne Hampson",Katie Stollmack,FBNDDA2395
2393,14,1,14.1,104,1991,May,Book Weaver Publishing Co.,37,37,Book Weaver Publishing Co.,Advertisements,Yes,ad for The Fourth Woman by Audrey Savage and Twice Raped by Audrey Savage. Graphics of the covers,Katie Stollmack,FBNDDA2396
2394,14,1,14.1,104,1991,May,Speak to the Owner!,19,19,BookPeople,Advertisements,Yes,"ad for BookPeople 20th anniversary, ""we have everything for the woman's bookstore,"" graphic of three women reading",Katie Stollmack,FBNDDA2397
2395,14,1,14.1,104,1991,May,Breaking Old Patterns Weaving New Ties,20,20,BookPeople,Advertisements,Yes,"ad for Breaking Old Patterns Weaving New Ties a new pamphlet on Alliance Building by Margo Adair and Sharon Howell, graphic of the cover",Katie Stollmack,FBNDDA2398
2396,14,1,14.1,104,1991,May,Creating the Future from Inside Out,69,69,BookPeople,Advertisements,Yes,"ad for Working Inside Out: Tools for Change by Margo Adair, two paragraphs of writing, graphic of five women",Katie Stollmack,FBNDDA2399
2397,14,1,14.1,104,1991,May,Sounding the Inner Landscape,14,14,Caduceus Publications,Advertisements,Yes,ad for Sounding the Inner Landscape: Music as Medicine by Kay Gardner,Katie Stollmack,FBNDDA2400
2398,14,1,14.1,104,1991,May,Resources for Everywoman from Caillech Press,44,44,Caillech Press,Advertisements,Yes,"ad for Feminist Marketplace: A Directory of North American Entrepreneurs, And The She Said, Quotations by Women for Every Occasion, And The She Said, More Quotations by Women",Katie Stollmack,FBNDDA2401
2399,14,1,14.1,104,1991,May,Calyx Books: Books by Women,68,68,Calyx Books,Advertisements,Yes,"ad for Idleness if the Root of All Love by Christa Reinig, Ginseng and Other Tales from Manila by Marianne Villanueva, Women and Aging by the Calyx Collective, The Forbidden Stitch: An Asian American Women's Anthology by Shirley Lim, Mayumi Tsutakawa (ed.), and In China With Harpo and Carl by Sybil James",Katie Stollmack,FBNDDA2402
2400,14,1,14.1,104,1991,May,Notes from the Computer Table,1,1,Carol Seajay,Editor's Note,No,,Carla Bullock,FBNDDA2403
2401,14,1,14.1,104,1991,May,Trivia,31,33,Carol Seajay,Short News,Yes,"Nancy Reagan book, ABA ""Freedom to Read"" banquet, Calyx censorship, 2 feminist bookstores in DC, bookstore chains, Womyn's Braille Press",Katie Stollmack,FBNDDA2404
2402,14,1,14.1,104,1991,May,The Went That-A-Way,35,37,Carol Seajay,Short News,Yes,"New Stores: The Lotus (CA), Catherine Lundoff (IA), Canita Sorensen (OR), Alternatives (AZ), Wayne Cope (FL), Ila Napier (FL), Marge Coahran (VT), Our Voices (OH), Janet Hilker (MI). Moved: Mouther Courage Press (WI), IV International Book Fair (Spain). Books and Magazines: Miriam's Well, Black Lace, Kuumba, Listen Real Loud, Christopher Street, For Sylvia, Paul & Co. Sidelines: Sinister Wisdom poster, Book Garden",Katie Stollmack,FBNDDA2405
2403,14,1,14.1,104,1991,May,From Our Own Presses,63,69,Carol Seajay,Presslist,Yes,"list of new books from feminist presses, graphic of ""A Day With Alexis"" (two women in a car), stacks of books breaking up the text",Katie Stollmack,FBNDDA2406
2404,14,1,14.1,104,1991,May,Are You Girls Traveling Alone?,18,18,Clothespin Fever Press,Advertisements,No,ad for Are You Girls Traveling Alone: Adventures in Lesbianic Logic by Marilyn Murphy,Katie Stollmack,FBNDDA2407
2405,14,1,14.1,104,1991,May,Daedalus Books,97,97,Daedalus Books,Advertisements,No,"ad for ""the best feminist, lesbian, and gay remainders""",Katie Stollmack,FBNDDA2408
2406,14,1,14.1,104,1991,May,"A Celebration of Life, Love, Sex, Sensuality, Pleasure, and Beauty",17,17,Delphi Press,Advertisements,Yes,ad for Loving the Goddess Within: Sex Magick for Women by Nan Hawthorne (graphic of the cover) and She Changes: A Goddess Myth for Modern Women,Katie Stollmack,FBNDDA2409
2407,14,1,14.1,104,1991,May,Canadian Content,48,48,Donna Murray,Other,Yes,no Canadian Content this issue,Katie Stollmack,FBNDDA2410
2408,14,1,14.1,104,1991,May,Doing it in Wyoming,23,26,Dorothy Holl; Jackie Sparks,News Feature,Yes,"news feature on Grand Books in Jackson, WY. Graphic of a page from a newspaper, mountains, photo of ""the women of Grand Books,""",Katie Stollmack,FBNDDA2411
2409,14,1,14.1,104,1991,May,Books of Sexual Interest to Women,74,74,Down There Press; Yes Press,Advertisements,No,"ad for Herotica by Susie Bright (ed.), Erotic by Nature by David Steinberg (ed.), Good Vibrations by Joani Blank, and The Playbook for Women About Sex by Joani Blank",Katie Stollmack,FBNDDA2412
2410,14,1,14.1,104,1991,May,Gay Men's Lit for Feminist Bookstores,57,58,Ed Hermance; Skip Strickler [Giovanni's Room],Booklist/Medialist,Yes,"fiction, religion, non-fiction",Katie Stollmack,FBNDDA2413
2411,14,1,14.1,104,1991,May,Spring/Summer 1991 Announcements,72,72,Edward William Publishing Company,Advertisements,No,ad for new titles from Edward William,Katie Stollmack,FBNDDA2414
2412,14,1,14.1,104,1991,May,Canada's Largest Feminist Publisher,64,64,Everywoman,Advertisements,Yes,"ad for Everywoman, Everywoman's Almanac 1992, Everywoman's Calendar 1992, graphic of the almanac's cover",Katie Stollmack,FBNDDA2415
2413,14,1,14.1,104,1991,May,How I Learned to Ride the Bicycle,76,76,Fair Oaks Publishing,Advertisements,No,ad for How I Learned to Ride the Bicycle: A 19th Century Feminist Memoir by Frances E. Willard,Katie Stollmack,FBNDDA2416
2414,14,1,14.1,104,1991,May,"""6 years and 50 books later"" Firebrand Books",C2,C2,Firebrand Books,Advertisements,Yes,"Advertisement for Firebrand Books. Promotes that they are a publisher of ""award-winning feminist and lesbian titles"". Readers can visit the publisher at ""American Booksellers Association"" (ABA) and the ""American Library Association"" (ALA). An address and phone number to the publishing company is provided. Catalog is available on request. Graphic: Faded names of authors with books published by Firebrand Books are listed in the background of the advertisement. The names run across the page and down the page as well; all the names take up the entirety of the background of the page.",Carla Bullock,FBNDDA2417
2415,14,1,14.1,104,1991,May,Giant Ass Publishing Presents HotHead Paisan,56,56,Giant Ass Publishing,Advertisements,Yes,"ad for HotHead Paisan: Homicidal Lesbian Terrorist, with graphic of the cover",Katie Stollmack,FBNDDA2418
2416,14,1,14.1,104,1991,May,Goddess Earrings,50,50,Goddess Earrings,Advertisements,Yes,"ad for ""powerful jewelry for powerful wimin--divinely priced."" graphic of earrings",Katie Stollmack,FBNDDA2419
2417,14,1,14.1,104,1991,May,Profound Wisdom,58,58,"Guilford Publications, Inc.",Advertisements,Yes,"ad for Gay Spirituality Roger D. Lanphear, graphic of the cover",Katie Stollmack,FBNDDA2420
2418,14,1,14.1,104,1991,May,gyngergy books,11,11,Gynergy Books,Advertisements,Yes,"ad for The Montreal Massacre by Louise Malette and Marie Chalouh (graphic of the cover), By Word of Mouth: Lesbians Write the Erotic by Lee Fleming (ed.), Somebody Should Kiss You by Brenda Brooks, getting wise by Marg Yeo",Katie Stollmack,FBNDDA2421
2419,14,1,14.1,104,1991,May,Too Good for Her Own Good,99,99,Harperperennial,Advertisements,Yes,ad for Too Good for Her Own Good: Searching for Self and Intimacy in Important Relationships by Claudia Bepko and Jo-Ann Krestan,Katie Stollmack,FBNDDA2422
2420,14,1,14.1,104,1991,May,Harper San Francisco proudly announces....,95,95,Harpersanfrancisco,Advertisements,Yes,"ad for titles about Cultural Studies, Sexuality, Health & Childbirth, Literature & Language, Biography",Katie Stollmack,FBNDDA2423
2421,14,1,14.1,104,1991,May,New in Paperback,32,32,Harvard University Press,Advertisements,Yes,"ad for The Habit of Surviving: Black Women's Strategies for Life by Kesho Yvonne Scott, A Life of Her Own: A Countrywoman in Twentieth-Century France by Emilie Carles, Jessie Bernard: The Making of a Feminist by Robert C.  Bannister, Rachel's Daughters: Newly Orthodox Jewish Women by Debra Renee Kaufman, Centuries of Female Days: EnglishWomen's Private Diaries by Harriet Blodgett, Anzia Yezierska: A Writer's Life by Louise Levitas Henriksen, Moods by Louisa May Alcott",Katie Stollmack,FBNDDA2424
2422,14,1,14.1,104,1991,May,Women's Books and Calendars,22,22,Inbook,Advertisements,Yes,"ad for books and calendars from Alyson Publications, Amethyst Press, Broken Moon Press, Coach House Press, White Pine Press, Zephyr Press",Katie Stollmack,FBNDDA2425
2423,14,1,14.1,104,1991,May,Posters of Famous Women,26,26,Inclusive Classroom Posters,Advertisements,Yes,"ad for 2' by 3' posters of famous women, graphic of Alice Walker poster",Katie Stollmack,FBNDDA2426
