author,author_gender,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year,translator
"Kallentoft, Mons",m,Vattenänglar,Swedish,2012,Water angels,English,2015,"Smith, Neil"
"Kallentoft, Mons",m,Vattenänglar,Swedish,2012,Vodní andělé,Czech,2015,"Voslářová, Marie"
"Kallentoft, Mons",m,Vattenänglar,Swedish,2012,Vandengle,Danish,2017,"Kingo, Lilian"
"Kallentoft, Mons",m,Vattenänglar,Swedish,2012,Englar vatnsins,Icelandic,2017,"Þór, Jón Þ."
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Sjeler av vind,Norwegian,2014,"Hanssen, Kurt"
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Lichthemel,Dutch,2014,"Wiersma, Neeltje"
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Duchy wiatru,Polish,2015,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Větrné duše,Czech,2016,"Voslářová, Marie"
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Souls of air,English,2017,"Smith, Neil"
"Kallentoft, Mons",m,Vindsjälar,Swedish,2013,Sálir vindsins,Icelandic,2018,"Þór, Jón Þ."
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Aardschok,Dutch,2015,"Wiersma, Neeltje"
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Til jord skal du bli,Norwegian,2016,"Hanssen, Kurt"
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Ziemna burza,Polish,2016,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Zeměbouře,Czech,2017,"Nováčková, Eva"
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Earth storm,English,2018,"Smith, Neil"
"Kallentoft, Mons",m,Jordstorm,Swedish,2014,Moldrok,Icelandic,2019,"Þór, Jón Þ."
"Kallentoft, Mons",m,Eldjägarna,Swedish,2015,Ildjegerne,Norwegian,2017,"Hanssen, Kurt"
"Kallentoft, Mons",m,Eldjägarna,Swedish,2015,Łowcy ognia,Polish,2017,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons",m,Eldjägarna,Swedish,2015,Lovci ohně,Czech,2018,"Nováčková, Eva"
"Kallentoft, Mons",m,Eldjägarna,Swedish,2015,Brennuvargar,Icelandic,2020,"Þór, Jón Þ."
"Kallentoft, Mons",m,Djävulsdoften,Swedish,2016,Zapach diabła,Polish,2017,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons",m,Djävulsdoften,Swedish,2016,Vůně ďábla,Czech,2019,"Nováčková, Eva"
"Kallentoft, Mons",m,Bödelskyssen,Swedish,2017,Pocałunek kata,Polish,2019,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons",m,Bödelskyssen,Swedish,2017,Katův polibek,Czech,2020,"Nováčková, Eva"
"Kallentoft, Mons",m,Himmelskriket,Swedish,2018,Krzyk do nieba,Polish,2020,"Kołaczek, Natalia"
"Kallentoft, Mons",m,Se mig falla,Swedish,2019,Priveşte-mă cum cad,Romanian,2020,"Grosoiu, Mădălina"
"Kallentoft, Mons",m,Se mig falla,Swedish,2019,Verschollen in Palma,German,2020,"Hildebrandt, Christel"
"Kallentoft, Mons",m,Se mig falla,Swedish,2019,Se meg falle,Norwegian,2020,"Lia, Anlaug"
"Kallentoft, Mons",m,Se mig falla,Swedish,2019,Sjáðu mig falla,Icelandic,2020,"Þór, Jón Þ."
"Kallentoft, Mons & Anna Karolina",fm,Falco,Swedish,2018,In den klauen des falken,German,2019,"Brauns, Ulrike"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Danish,2014,"Steffen Nielsen, Birgitte"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Norwegian,2015,"Lutteman, Markus"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Na imię mi Zack,Polish,2015,"Pawłowska-Pettersson, Bratumiła"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Icelandic,2015,"Salvarsson, Sigurður Þór"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Czech,2015,"Voslářová, Marie"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Dutch,2015,"Wiersma, Neeltje"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,French,2016,"Fourreau, Frédéric"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Finnish,2016,"Karhulahti, Sari"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Зак,Bulgarian,2016,"Райкова, Диана"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Die Fährte des Wolfes,German,2017,"Hildebrandt, Christel"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,Portuguese,2018,"Carvalho, José Guilherme"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Keiji zakku yoru no agito,Japanese,2018,"Hasumi, Akiko"
"Kallentoft, Mons & Markus Lutteman",mm,Zack,Swedish,2014,Zack,English,2018,"Smith, Neil"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leon,Danish,2015,"Ravnild, Louise Ardenfelt"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leon,Czech,2016,"Boudová, Eliška"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leon,Norwegian,2016,"Hanssen, Kurt"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Ontspoord,Dutch,2016,"Wiersma, Neeltje"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leon,French,2017,"Hervieu, Hélène"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leon,Polish,2017,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,In den Fängen des Löwen,German,2018,"Hildebrandt, Christel"
"Kallentoft, Mons & Markus Lutteman",mm,Leon,Swedish,2015,Leão,Portuguese,2019,"Gonçalves, Ricardo"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Bambi,Czech,2017,"Boudová, Eliška"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Bambi,Danish,2017,"Ravnild, Louise Ardenfelt"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Verslaafd,Dutch,2017,"Wiersma, Neeltje"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Das Blut der Hirsche,German,2018,"Brauns, Ulrike"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Bambi,French,2018,"Hervieu, Hélène"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Bambi,Polish,2018,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons & Markus Lutteman",mm,Bambi,Swedish,2016,Bambi,Portuguese,2020,"Marques, C.S.C."
"Kallentoft, Mons & Markus Lutteman",mm,Heroine,Swedish,2017,Heroina,Polish,2018,"Krochmal, Anna ; Kędzierski, Robert"
"Kallentoft, Mons & Markus Lutteman",mm,Heroine,Swedish,2017,Heroine,Danish,2018,"Ravnild, Louise Ardenfelt"
"Kallentoft, Mons & Markus Lutteman",mm,Heroine,Swedish,2017,Der Schrei des Engels,German,2019,"Brauns, Ulrike"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,En simpel forbrydelse,Danish,2001,"Bang, Johann"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Ein leichter Fall,German,2001,"Dahmann, Susanne"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Een simpele misdaad,Dutch,2003,"Van Strien, Lia"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Ένα απλό έγκλημα,Greek,2003,"Καλλιφατίδης, Θοδωρής"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Yksinkertainen rikos,Finnish,2004,"Stenman, Petri"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,A very simple crime,English,2005,"Kallifatides, Theodor"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Et enkelt drap,Norwegian,2005,"Øvergaard, Kirsti"
"Kallifatides, Theodor",m,Ett enkelt brott,Swedish,2000,Juste un crime,French,2008,"Guérif, Benjamin"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Den sjette passager,Danish,2003,"Bang, Johann"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Kuudes matkustaja,Finnish,2003,"Haarala, Tarmo"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Ο έκτος επιβάτης,Greek,2003,"Καλλιφατίδης, Θοδωρής"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Der sechste Passagier,German,2004,"Maidt-Zinke, Kristina"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,The Sixth Passenger,English,2005,"Kallifatides, Theodor"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,De zesde passagier,Dutch,2005,"Post van der Linde, Carole"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Den siste passasjer,Norwegian,2006,"Engen, Bodil"
"Kallifatides, Theodor",m,Den sjätte passageraren,Swedish,2002,Le sixième passager,French,2011,"Renaud, Catherine"
"Kallifatides, Theodor",m,I hennes blick,Swedish,2004,Rikos ruumiissani,Finnish,2006,"Saikkonen, Nina"
"Kallifatides, Theodor",m,I hennes blick,Swedish,2004,Στο βλέμμα της,Greek,2006,"Καλλιφατίδης, Θοδωρής"
"Kallifatides, Theodor",m,I hennes blick,Swedish,2004,Der kalte Blick,German,2007,"Maidt-Zinke, Kristina"
"Kallifatides, Theodor",m,I hennes blick,Swedish,2004,Dans son regard,French,2016,"Boyer, Regis"
"Kampås, Ingrid",f,Hjärta av is,Swedish,2002,Fein gesponnen ist die Lüge,German,2004,"Kasten, Marie-Sophie"
"Kanger, Thomas",m,Första stenen,Swedish,2001,Den første stein,Norwegian,2002,"Blomgren, Einar"
"Kanger, Thomas",m,Första stenen,Swedish,2001,Der werfe den ersten Stein,German,2003,"Kutsch, Angelika"
"Kanger, Thomas",m,Första stenen,Swedish,2001,La prima pietra,Italian,2007,"D'Amico, Giuliano"
"Kanger, Thomas",m,Första stenen,Swedish,2001,De eerste steen,Dutch,2011,"Popma, Jasper"
"Kanger, Thomas",m,Sjung som en fågel,Swedish,2002,Sangfuglen,Norwegian,2003,"Blomgren, Einar"
"Kanger, Thomas",m,Sjung som en fågel,Swedish,2002,Laula kuin lintu,Finnish,2004,"Kiuru, Veijo"
"Kanger, Thomas",m,Sjung som en fågel,Swedish,2002,Sing wie ein Vogel,German,2006,"Kutsch, Angelika"
"Kanger, Thomas",m,Sjung som en fågel,Swedish,2002,Zing als een vogel,Dutch,2012,"Popma, Jasper"
"Kanger, Thomas",m,Den döda vinkeln,Swedish,2003,Kuolleessa kulmassa,Finnish,2008,"Manninen, Sanna"
"Kanger, Thomas",m,Den döda vinkeln,Swedish,2003,Der tote Winkel,German,2008,"Rüegger, Lotta;  Wolandt, Holger"
"Kanger, Thomas",m,Den döda vinkeln,Swedish,2003,Le gambe dell'assassino,Italian,2012,"Storti, Alessandro"
"Kanger, Thomas",m,Den döda vinkeln,Swedish,2003,De dode hoek,Dutch,2014,"Bezemer, Ron"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Søndagsmannen,Norwegian,2006,"Hansen, Bente Rannveig"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Der Sonntagsmann,German,2007,"Rüegger, Lotta;  Wolandt, Holger"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Vị khách chủ nhật,Vietnamese,2008,"Lê, Quang"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Søndagsmanden,Danish,2008,"Mahler, Lise Schmidt"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,El hombre de los domingos,Spanish,2008,"Pecharromán Miguel, Gemma"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Sunnuntaivieras,Finnish,2009,"Kyrö, Marja"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,"Mężczyzna, który przychodził w niedzielę",Polish,2009,"Rey-Radlińska, Marta"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,Le temps du loup,French,2009,"Sinding, Terje"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,De zondagsman,Dutch,2010,"Popma, Jasper"
"Kanger, Thomas",m,Söndagsmannen,Swedish,2004,L'uomo della domenica,Italian,2011,"Appiasi, Giulio"
"Kanger, Thomas",m,Ockupanterna,Swedish,2005,Terror uden ansigt,Danish,2006,"Mahler, Lise Schmidt"
"Kanger, Thomas",m,Ockupanterna,Swedish,2005,Der Geheimnisträger,German,2011,"Rüegger, Lotta;  Wolandt, Holger"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Grensgebied,Dutch,2008,"Bezemer, Ron"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Tierras de frontera,Spanish,2009,"Pecharromán Miguel, Gemma"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Der blinde Fleck,German,2009,"Schöps, Kerstin"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Pogranicze,Polish,2010,"Rey-Radlińska, Marta"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Les disparus de Monte Angelo,French,2011,"Sinding, Terje"
"Kanger, Thomas",m,Gränslandet,Swedish,2007,Terre di confine,Italian,2012,"Storti, Alessandro"
"Kanger, Thomas",m,Drakens år,Swedish,2011,Lohikäärmeen vuosi,Finnish,2012,"Kyrö, Marja"
"Kanger, Thomas",m,Drakens år,Swedish,2011,L'anno del dragone,Italian,2014,"Storti, Alessandro"
"Karjel, Robert",m,De redan döda,Swedish,2010,"Szwed, który zniknąl",Polish,2013,"Bidakowski, Zbigniew"
"Karjel, Robert",m,De redan döda,Swedish,2010,"Šved, ki je izginil",Slovenian,2014,"Berlot Kužner, Petra"
"Karjel, Robert",m,De redan döda,Swedish,2010,Švéd,Czech,2014,"Matochová, Helena"
"Karjel, Robert",m,De redan döda,Swedish,2010,Lo svedese,Italian,2014,"Santi, Flavio"
"Karjel, Robert",m,De redan döda,Swedish,2010,My name is N,English,2015,"Pick, Nancy"
"Karjel, Robert",m,De redan döda,Swedish,2010,De Zweed,Dutch,2015,"Popma, Jasper"
"Karjel, Robert",m,De redan döda,Swedish,2010,Ο Σουηδός,Greek,2015,"Καλοφωλιά, Μυρτώ"
"Karjel, Robert",m,De redan döda,Swedish,2010,Der Schwede,German,2016,"Dörries, Maike"
"Karjel, Robert",m,De redan döda,Swedish,2010,Mon nom est N.,French,2016,"Messmer, Lucas"
"Karjel, Robert",m,De redan döda,Swedish,2010,ha-Shṿedi,Hebrew,2016,"Shapira, Rut"
"Karjel, Robert",m,De redan döda,Swedish,2010,Mi nombre es N,Spanish,2017,"Del Valle, Carlos"
"Karjel, Robert",m,Efter monsunen,Swedish,2016,Africká mise,Czech,2017,"Matochová, Helena"
"Karjel, Robert",m,Efter monsunen,Swedish,2016,Du sang sur le sable,French,2017,"Messmer, Lucas"
"Karjel, Robert",m,Efter monsunen,Swedish,2016,Der Vermittler,German,2017,"Stilzebach, Daniela"
"Karjel, Robert",m,Efter monsunen,Swedish,2016,After the monsoon,English,2018,"Pick, Nancy"
"Karlsson, Ørjan N",m,Speilets bakside,Norwegian,2016,Peilin takana,Finnish,2020,"Ahonen, Aino"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Den sista goda människan,Swedish,2010,"Andersson, Thomas"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,L'ultimo uomo buono,Italian,2010,"Berni, Bruno"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Die Auserwählten,German,2010,"Frauenlob, Günther"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Síðasta góðmennið,Icelandic,2010,"Stefánsson, Jón Hallur"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Последний праведник,Russian,2010,"Палеховой, Яны"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,De laatste goede man,Dutch,2011,"Blekkingh-Muller, Femke"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Le Dernier homme bon,French,2011,"Fourreau, Frédéric"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Ostatni dobry człowiek,Polish,2011,"Frątczak-Nowotny, Elżbieta"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Viimeinen hyvä ihminen,Finnish,2011,"Kivelä, Päivi"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,El último hombre bueno,Spanish,2011,"Nilsson, Gunilla ; Vega, Susana"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Ultimul om bun,Romanian,2011,"Sauciuc, Gabriela Alina"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,O  Último Homem Bom,Portuguese,2012,"Cupertino, Christina"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,The Last Good Man,English,2012,"Nunnally, Tiina"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,ラスト・グッドマン,Japanese,2012,岩澤  雅利
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Ο τελευταίος καλός άνθρωπος,Greek,2013,"Καψάλης, Xρήστος"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Son İyi Adam,Turkish,2014,"Birgül, Nilgün"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Az utolsó igaz ember,Hungarian,2014,"Dobosi, Beáta"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Poslední dobrý muž,Czech,2014,"Šimral, Jan"
"Kazinski, A.J.",mm,Den sidste gode mand,Danish,2010,Den siste gode mann,Norwegian,2017,"Bjørnson, Elisabeth"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Sömnen och döden,Swedish,2013,"Andersson, Thomas"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,De slaap en de dood,Dutch,2013,"Blekkingh-Muller, Femke"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,O Sono e a Morte,Portuguese,2013,"Cupertino, Christina"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Sen i śmierć,Polish,2013,"Frątczak-Nowotny, Elżbieta"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Der Schlaf und der Tod,German,2013,"Frauenlob, Günther"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Somnul și moarte,Romanian,2013,"Mareş, Doru"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Álom és halál,Hungarian,2013,"Petrikovics, Edit"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Ύπνος και Θάνατος,Greek,2013,"Καψάλης, Xρήστος"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Le sommeil et la mort,French,2014,"Fourreau, Frédéric"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,El sueño y la muerte,Spanish,2014,"Pascual Pape, Ana Sofía"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Spánek a smrt,Czech,2015,"Pavlicek, Stanislav"
"Kazinski, A.J.",mm,Søvnen og døden,Danish,2012,Søvnen og døden,Norwegian,2017,"Bjørnson, Elisabeth"
"Kazinski, A.J.",mm,En Hellig Alliance,Danish,2013,En Hellig Alliance,Norwegian,2014,"Bjørnson, Elisabeth"
"Kazinski, A.J.",mm,En Hellig Alliance,Danish,2013,La santa alianza,Spanish,2014,"Pascual Pape, Ana Sofía"
"Kazinski, A.J.",mm,En Hellig Alliance,Danish,2013,Sfânta Alianță,Romanian,2015,"Tamaș, Ana-Maria"
"Kazinski, A.J.",mm,En hellig alliances,Danish,2013,Szent szövetség,Hungarian,2016,"Havadi, Krisztina"
"Kazinski, A.J.",mm,En Hellig Alliance,Danish,2013,A santa aliança,Portuguese,2016,"Vilela, Mario"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,Den gjenfødte morderen,Norwegian,2016,"Bjørnson, Elisabeth"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,De herboren moordenaar,Dutch,2016,"Blekkingh-Muller, Femke; Hilwerda, Ingrid"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,Drugie narodziny mordercy,Polish,2016,"Frątczak-Nowotny, Elżbieta"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,Todestrank,German,2016,"Frauenlob, Günther"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,Znovuzrození vraha,Czech,2017,"Gajzlerová, Miroslava"
"Kazinski, A.J.",mm,Den genfødte morder,Danish,2015,Sfanta Alianta,Romanian,2017,"Tamaș, Ana-Maria"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hypnotisøren,Norwegian,2009,"Gundersen, Henning J."
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,L'ipnotista,Italian,2010,"Bassini, Alessandro"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Der Hypnotiseur,German,2010,"Berf, Paul"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,O hipnotista,Portuguese,2010,"Bernardes, Jaime"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Dávaldurinn,Icelandic,2010,"Daníelsson, Jón"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Saimin,Japanese,2010,"Hellén-Halme, Miho"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hypnose,Dutch,2010,"Jorissen-Wedzinga, Tine"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hypnotisøren,Danish,2010,"Kistorp, Jesper Klint"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,A hipnotizőr,Hungarian,2010,"Papolczy, Péter"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotyzer,Polish,2010,"Rey-Radlińska, Marta"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotyzer,Slovak,2010,"Rey-Radlińska, Marta"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,L'hipnotitzador,Catalan,2010,"Rosich Andreu, Maria"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,L'hypnotiseur,French,2010,"Rosier, Pascale ; Roel-Rousson, Hege"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,El hipnotista,Spanish,2010,"Sierra, María ; Lleonsi, Martin"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hypnotizér,Czech,2010,"Švantner, Miloš"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Gipnotizer,Russian,2010,"Tepljašina, Elena"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Гипнотизёр,Russian,2010,"Tepljašina, Elena"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hypnotisoija,Finnish,2010,"Villa, Saara"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotizer,Croatian,2011,"Černok, Željka"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,The hypnotist,English,2011,"Long, Ann"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Ho Ypnotistis,Greek,2011,"Mathopoulos, Jorghos"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Sub hipnoză,Romanian,2011,"Morogan, Elena-Maria"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,ha-Mehapnet,Hebrew,2011,"Shapira, Rut"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Chipnotizatorăt,Bulgarian,2011,"Stoilova-Todorova, Svetla"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hüpnotisöör,Estonian,2011,"Tammet, Marike ; Karjatse, Dana"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Cuimianshi,Chinese,2011,"Zhao, Qing"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotizētājs,Latvian,2012,"Deniņa, Dace"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Ch'oemyǒnmun-ŭi,Korean,2012,"Yi, Yu-jin"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotizuotojas,Lithuanian,2012,"Jurgaitytė, Virginija"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnotizer,Serbian,2012,"Podolšak, Milena"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Hipnozcu,Turkish,2013,"Arda, Ali"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,The hypnotist,Indonesian,2014,"Marianova Y., Vanny"
"Kepler, Lars",fm,Hypnotisören,Swedish,2009,Гіпнотизер,Ukranian,2019,"Пітик, Анатолій; Катерина Пітик"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,L'esecutore,Italian,2010,"Bassini, Alessandro ; Corbetta, Monica ; Fagnoni, Barbara"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinikontrakten,Norwegian,2010,"Gundersen, Henning J."
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinikontrakten,Danish,2010,"Kistorp, Jesper Klint"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinis Fluch,German,2011,"Berf, Paul"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Zmluva podl'a Paganiniho,Slovak,2011,"Bratová, Mária"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinisamningurinn,Icelandic,2011,"Daníelsson, Jón"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,El contracte,Catalan,2011,"Fabrés i Segalés, Gemma"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganiniho smlouva,Czech,2011,"Haidarová, Azita"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Keiyaku,Japanese,2011,"Hellén-Halme, Miho"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,O pesadelo,Portuguese,2011,"Martins, Alexandre"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Pact cu diavolul,Romanian,2011,"Morogan, Elena-Maria"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,A Paganini-szerződés,Hungarian,2011,"Papolczy, Péter ; Katalin, Király"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Contract,Dutch,2011,"Popma, Jasper ; Luijten, Clementine"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Le pacte,French,2011,"Roel-Rousson, Hege"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganini ja paholainen,Finnish,2011,"Uotila, Elina"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinijev ugovor,Croatian,2012,"Černok, Željka"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Paganinio kontraktas,Lithuanian,2012,"Jankūnaitė, Simona"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Kontrakt Paganiniego,Polish,2012,"Rey-Radlińska, Marta"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,El contrato,Spanish,2012,"Sánchez, Pontus ; Giménez, Mayte"
"Kepler, Lars",fm,Paganinikontraktet,Swedish,2010,Painajalik leping,Estonian,2012,"Tammet, Marike ; Neider, Birgit ; Pedak, Peter ; Garshnek, Jan"
