author,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year
"Dahl, Arne",Mittvatten,Swedish,2018,Głębia,Polish,2019
"Dahl, Arne",Mittvatten,Swedish,2018,Fünf plus drei,German,2020
"Dahl, Arne",Friheten,Swedish,2020,Friheden,Danish,2020
"Dahl, Arne",Friheten,Swedish,2020,Vabadus,Estonian,2020
"Dahl, Arne",Friheten,Swedish,2020,Vapaus,Finnish,2020
"Dahl, Arne",Friheten,Swedish,2020,Vier durch vier,German,2020
"Davys, Tim",Amberville,Swedish,2007,Amberville,Danish,2008
"Davys, Tim",Amberville,Swedish,2007,Amberville,German,2008
"Davys, Tim",Amberville,Swedish,2007,Amberville,Croatian,2009
"Davys, Tim",Amberville,Swedish,2007,Amberville,English,2009
"Davys, Tim",Amberville,Swedish,2007,Amberville,Italian,2009
"Davys, Tim",Amberville,Swedish,2007,Amberville,Spanish,2009
"Davys, Tim",Amberville,Swedish,2007,Amberville,Dutch,2010
"Davys, Tim",Amberville,Swedish,2007,Amberville,Polish,2010
"Davys, Tim",Amberville,Swedish,2007,Amberville,Portuguese,2010
"Davys, Tim",Lanceheim,Swedish,2008,Lanceheim,English,2011
"Davys, Tim",Tourquai,Swedish,2010,Tourquai,English,2011
"Davys, Tim",Yok,Swedish,2012,Yok,English,2012
"De la Motte, Anders",(Geim),Swedish,2010,(Geim),Danish,2011
"De la Motte, Anders",(Geim),Swedish,2010,Game,German,2011
"De la Motte, Anders",(Geim),Swedish,2010,Il gioco,Italian,2011
"De la Motte, Anders",(Geim),Swedish,2010,(Geim),Norwegian,2011
"De la Motte, Anders",(Geim),Swedish,2010,Game,Dutch,2012
"De la Motte, Anders",(Geim),Swedish,2010,(geim),Estonian,2012
"De la Motte, Anders",(Geim),Swedish,2010,(Geim),Polish,2012
"De la Motte, Anders",(Geim),Swedish,2010,[hra],Slovak,2012
"De la Motte, Anders",(Geim),Swedish,2010,[Igra],Croatian,2013
"De la Motte, Anders",(Geim),Swedish,2010,Game,Czech,2013
"De la Motte, Anders",(Geim),Swedish,2010,Game,English,2013
"De la Motte, Anders",(Geim),Swedish,2010,Peli,Finnish,2013
"De la Motte, Anders",(Geim),Swedish,2010,Le jeu,French,2013
"De la Motte, Anders",(Geim),Swedish,2010,(Geim),Icelandic,2013
"De la Motte, Anders",(Geim),Swedish,2010,Jocul,Romanian,2013
"De la Motte, Anders",(Geim),Swedish,2010,Igra,Russian,2013
"De la Motte, Anders",(Geim),Swedish,2010,Igra,Slovenian,2013
"De la Motte, Anders",(Geim),Swedish,2010,Youxi,Chinese,2014
"De la Motte, Anders",(Geim),Swedish,2010,[pechnidhi],Greek,2014
"De la Motte, Anders",(Geim),Swedish,2010,Mi-shaḥaḳ,Hebrew,2014
"De la Motte, Anders",(Geim),Swedish,2010,(geim),Latvian,2014
"De la Motte, Anders",(Geim),Swedish,2010,Gra,Polish,2014
"De la Motte, Anders",(Geim),Swedish,2010,O jogo,Portuguese,2014
"De la Motte, Anders",(Geim),Swedish,2010,Igrata,Bulgarian,2015
"De la Motte, Anders",(Buzz),Swedish,2011,(Mamac),Croatian,2013
"De la Motte, Anders",(Buzz),Swedish,2011,(Buzz),Czech,2013
"De la Motte, Anders",(Buzz),Swedish,2011,Buzz,Dutch,2013
"De la Motte, Anders",(Buzz),Swedish,2011,Buzz,English,2013
"De la Motte, Anders",(Buzz),Swedish,2011,(buzz),Estonian,2013
"De la Motte, Anders",(Buzz),Swedish,2011,Hype,German,2013
"De la Motte, Anders",(Buzz),Swedish,2011,(Buzz),Polish,2013
"De la Motte, Anders",(Buzz),Swedish,2011,Mreza,Slovenian,2013
"De la Motte, Anders",(Buzz),Swedish,2011,Saodong,Chinese,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Lume,Finnish,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Buzz,French,2014
"De la Motte, Anders",(Buzz),Swedish,2011,[Vomvos],Greek,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Bazz,Hebrew,2014
"De la Motte, Anders",(Buzz),Swedish,2011,(Buzz),Icelandic,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Vibração,Portuguese,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Setʹ,Russian,2014
"De la Motte, Anders",(Buzz),Swedish,2011,Trăpkata,Bulgarian,2015
"De la Motte, Anders",(Buzz),Swedish,2011,Enjō tōkō,Japanese,2015
"De la Motte, Anders",(Buzz),Swedish,2011,Buzz,Romanian,2015
"De la Motte, Anders",(Bubble),Swedish,2012,[Plijen],Croatian,2013
"De la Motte, Anders",(Bubble),Swedish,2012,Bubble,English,2013
"De la Motte, Anders",(Bubble),Swedish,2012,(Bubble),Polish,2013
"De la Motte, Anders",(Bubble),Swedish,2012,(Bubble),Czech,2014
"De la Motte, Anders",(Bubble),Swedish,2012,(bubble),Estonian,2014
"De la Motte, Anders",(Bubble),Swedish,2012,Obman,Russian,2014
"De la Motte, Anders",(Bubble),Swedish,2012,Mehurček,Slovenian,2014
"De la Motte, Anders",(Bubble),Swedish,2012,Kupla,Finnish,2015
"De la Motte, Anders",(Bubble),Swedish,2012,Bubble,French,2015
"De la Motte, Anders",(Bubble),Swedish,2012,[fisalidha],Greek,2015
"De la Motte, Anders",(Bubble),Swedish,2012,Bu'ah,Hebrew,2015
"De la Motte, Anders",(Bubble),Swedish,2012,(Bubble),Icelandic,2015
"De la Motte, Anders",(Bubble),Swedish,2012,Burbulis,Latvian,2015
"De la Motte, Anders",(Bubble),Swedish,2012,Bubble,Romanian,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Estonian,2014
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Czech,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,English,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,Défaillance,French,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Latvian,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,Szczątki pamięci,Polish,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Slovak,2015
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Norwegian,2016
"De la Motte, Anders",MemoRandom,Swedish,2014,MemoRandom,Portuguese,2016
"De la Motte, Anders",MemoRandom,Swedish,2014,To Simiomatario,Greek,2017
"De la Motte, Anders",MemoRandom,Swedish,2014,Ta'tu'ai zikaron,Hebrew,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,UltiMatum,Czech,2016
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimatum,Polish,2016
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimat,Slovenian,2016
"De la Motte, Anders",UltiMatum,Swedish,2015,The silenced,English,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimatum,English,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimatum,French,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,To Telesigrafo,Greek,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,UltiMatum,Latvian,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimatum,Norwegian,2017
"De la Motte, Anders",UltiMatum,Swedish,2015,Ultimatum,Hebrew,2019
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Het einde van de zomer,Dutch,2017
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Végzetes nyár,Hungarian,2017
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Konec léta,Czech,2018
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Suve lõpp,Estonian,2018
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Sommernachtstod,German,2018
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Sensommer,Norwegian,2018
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Koniec lata,Polish,2018
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Sensommerjagt,Danish,2019
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Vasaras beigas,Latvian,2019
"De la Motte, Anders",Slutet på sommaren,Swedish,2016,Konec leta,Russian,2019
"De la Motte, Anders",Höstdåd,Swedish,2017,Herfstdaden,Dutch,2018
"De la Motte, Anders",Höstdåd,Swedish,2017,Halálos ősz,Hungarian,2018
"De la Motte, Anders",Höstdåd,Swedish,2017,Høstdåd,Norwegian,2018
"De la Motte, Anders",Höstdåd,Swedish,2017,Jesienna zbrodnia,Polish,2018
"De la Motte, Anders",Höstdåd,Swedish,2017,Podzimní případ,Czech,2019
"De la Motte, Anders",Höstdåd,Swedish,2017,Sügisroim,Estonian,2019
"De la Motte, Anders",Höstdåd,Swedish,2017,Spätsommermord,German,2019
"De la Motte, Anders",Höstdåd,Swedish,2017,Efterårssorg,Danish,2020
"De la Motte, Anders",Vintereld,Swedish,2018,Talvetuli,Estonian,2019
"De la Motte, Anders",Vintereld,Swedish,2018,Winterfeuernacht,German,2019
"De la Motte, Anders",Vintereld,Swedish,2018,Pokoli tél,Hungarian,2019
"De la Motte, Anders",Vintereld,Swedish,2018,Vinterild,Norwegian,2019
"De la Motte, Anders",Vintereld,Swedish,2018,Zimní oheň,Czech,2020
"De la Motte, Anders",Vintereld,Swedish,2018,Vinterild,Danish,2020
"De la Motte, Anders",Vintereld,Swedish,2018,Zimowy ogień,Polish,2020
"De la Motte, Anders",Våroffer,Swedish,2020,Våroffer,Norwegian,2020
"Durling, Ulf",Gammal ost,Swedish,1971,Vanha juusto,Finnish,2005
"Edgren Aldén, Rebecka",Den attonde dödssynden,Swedish,2015,Die achte Todsünde,German,2018
"Edgren Aldén, Rebecka",Den åttonde dödssynden,Swedish,2015,A nyolcadik főbűn,Hungarian,2016
"Edgren Aldén, Rebecka",Den åttonde dödssynden,Swedish,2015,Le dernier péché,French,2017
"Edgren Aldén, Rebecka",Den åttonde dödssynden,Swedish,2015,Áttunda dauðasyndin,Icelandic,2018
"Edgren Aldén, Rebecka",Och blomstren dö,Swedish,2017,De laatste zomer,Dutch,2018
"Edvardsson, Mattias",En nästan sann historia,Swedish,2016,Melkein tosi tarina,Finnish,2017
"Edvardsson, Mattias",En nästan sann historia,Swedish,2016,Una historia casi verdadera,Spanish,2018
"Edvardsson, Mattias",En nästan sann historia,Swedish,2016,Der unschuldige Mörder,German,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Āʼilah shibh ṭabīʻīyah,Arabic,2018
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Aivan tavallinen perhe,Finnish,2018
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,En helt vanlig familie,Norwegian,2018
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Počti normalno semejstvo,Bulgarian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Skoro normální rodina,Czech,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,En helt normal familie,Danish,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,A nearly normal family,English,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Täiesti tavaline perekond,Estonian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Une famille presque normale,French,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Die Lüge,German,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Látszólag normális,Hungarian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Ósköp venjuleg fjölskylda,Icelandic,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Una famiglia quasi normale,Italian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Gandrīz normāla ģimene,Latvian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Zupełnie normalna rodzina,Polish,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,O familie aproape normala,Romanian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Sasvim obična porodica,Serbian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Čisto običajna družina,Slovenian,2019
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Huangyan zhi jia,Chinese,2020
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Een heel gewoon gezin,Dutch,2020
"Edvardsson, Mattias",En helt vanlig familj,Swedish,2018,Uma família quase normal,Portuguese,2020
"Edvardsson, Mattias",Goda grannar,Swedish,2020,Gode naboer,Danish,2020
"Edvardsson, Mattias",Goda grannar,Swedish,2020,Goede buren,Dutch,2020
"Edvardsson, Mattias",Goda grannar,Swedish,2020,Dobri sosedi,Slovenian,2020
"Edwardson, Åke",Till allt som varit dött,Swedish,1995,"Allem, was gestorben war",German,2003
"Edwardson, Åke",Till allt som varit dött,Swedish,1995,Sen kutsuu elohon,Finnish,2010
"Edwardson, Åke",Till allt som varit dött,Swedish,1995,Allen die gestorven zijn,Dutch,2011
"Edwardson, Åke",Gå ut min själ,Swedish,1996,"Geh aus, mein Herz",German,2004
"Edwardson, Åke",Gå ut min själ,Swedish,1996,Joudu jo sieluni,Finnish,2011
"Edwardson, Åke",Gå ut min själ,Swedish,1996,Verloren ziel,Dutch,2012
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Dans med en engel,Danish,2000
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Dans met een engel,Dutch,2000
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Tants ingliga,Estonian,2000
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Tanz mit dem Engel,German,2000
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Šokis su angelu,Lithuanian,2000
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Danse avec l'ange,French,2002
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Bailar con un ángel,Spanish,2002
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Balla con l'angelo,Italian,2003
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Tanec s andělem,Czech,2005
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Dansað við engil,Icelandic,2005
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Death angels,English,2009
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Taniec z aniołem,Polish,2010
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Tanec angela,Russian,2013
"Edwardson, Åke",Dans med en ängel,Swedish,1997,Les deux premières enquêtes d'Erik Winter,French,2015
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Råb på lang afstand,Danish,2000
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Etäisiä huutoja,Finnish,2000
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Die Schattenfrau,German,2000
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Rop på lang avstand,Norwegian,2000
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Roep uit de verte,Dutch,2002
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Un cri si lointain,French,2003
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Černá paní,Slovak,2006
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,The shadow woman,English,2010
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Grida da molto lontano,Italian,2011
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Zov izdaleka,Russian,2012
"Edwardson, Åke",Rop från långt avstånd,Swedish,1998,Wołanie z oddali,Polish,2016
"Edwardson, Åke",Genomresa,Swedish,1999,Gennemrejse,Danish,2000
"Edwardson, Åke",Sol och skugga,Swedish,1999,Sol og skygge,Danish,2000
"Edwardson, Åke",Sol och skugga,Swedish,1999,Varjoa ja aurinkoa,Finnish,2001
"Edwardson, Åke",Sol och skugga,Swedish,1999,Das vertauschte Gesicht,German,2001
"Edwardson, Åke",Sol och skugga,Swedish,1999,Een vreemd gezicht,Dutch,2003
"Edwardson, Åke",Sol och skugga,Swedish,1999,Ombre et soleil,French,2004
"Edwardson, Åke",Sol och skugga,Swedish,1999,Sol og skygge,Norwegian,2004
"Edwardson, Åke",Sol och skugga,Swedish,1999,Sun and shadow,English,2005
"Edwardson, Åke",Sol och skugga,Swedish,1999,Slănce i sjanka,Bulgarian,2007
"Edwardson, Åke",Sol och skugga,Swedish,1999,Vyměněná tvář,Czech,2007
"Edwardson, Åke",Sol och skugga,Swedish,1999,Sunce i senka,Serbian,2010
"Edwardson, Åke",Sol och skugga,Swedish,1999,Słońce i cień,Polish,2011
"Edwardson, Åke",Sol och skugga,Swedish,1999,Luce e ombra,Italian,2012
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Lad det aldrig holde op,Danish,2001
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Vil ha deg i mørket,Norwegian,2001
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Se ei päättyä saa,Finnish,2002
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,In alle Ewigkeit,German,2002
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Tot in eeuwigheid,Dutch,2004
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Až na věky věků,Czech,2005
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Lõputu suvi,Estonian,2005
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Je voudrais que cela ne finisse jamais,French,2005
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Never end,English,2006
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Tancăt na smărtta,Bulgarian,2007
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Senza fine,Italian,2012
"Edwardson, Åke",Låt det aldrig ta slut,Swedish,2000,Niech to się nigdy nie kończy,Polish,2012
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Himlen er et sted på jorden,Danish,2002
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Der Himmel auf Erden,German,2002
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Himmelen er et sted på jorden,Norwegian,2002
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Maanpäällinen taivas,Finnish,2003
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,De hemel is een plek op aarde,Dutch,2005
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Frozen tracks,English,2007
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Niebo to miejsce na ziemi,Polish,2008
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Nebe na zemi,Czech,2009
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Il cielo è un posto sulla terra,Italian,2010
"Edwardson, Åke",Himlen är en plats på jorden,Swedish,2001,Le ciel se trouve sur terre,French,2011
"Edwardson, Åke",Segel av sten,Swedish,2002,Sejl af sten,Danish,2003
"Edwardson, Åke",Segel av sten,Swedish,2002,Segel aus Stein,German,2003
"Edwardson, Åke",Segel av sten,Swedish,2002,Seil av stein,Norwegian,2003
"Edwardson, Åke",Segel av sten,Swedish,2002,Kivinen purje,Finnish,2004
"Edwardson, Åke",Segel av sten,Swedish,2002,Een zeil van steen,Dutch,2006
"Edwardson, Åke",Segel av sten,Swedish,2002,Voile de Pierre,French,2006
"Edwardson, Åke",Segel av sten,Swedish,2002,Voile de pierre,French,2007
"Edwardson, Åke",Segel av sten,Swedish,2002,Kamenná plachta,Czech,2009
"Edwardson, Åke",Segel av sten,Swedish,2002,Sail of stone,English,2012
"Edwardson, Åke",Segel av sten,Swedish,2002,Kamienny żagiel,Polish,2012
"Edwardson, Åke",Segel av sten,Swedish,2002,Vela di pietra,Italian,2013
"Edwardson, Åke",Jukebox,Swedish,2003,Jukebox,Danish,2004
"Edwardson, Åke",Jukebox,Swedish,2003,Jukeboksi,Finnish,2004
"Edwardson, Åke",Jukebox,Swedish,2003,Der Jukebox-Mann,German,2004
"Edwardson, Åke",Jukebox,Swedish,2003,Jukeboks,Norwegian,2004
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Huone numero 10,Finnish,2006
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Zimmer Nr. 10,German,2006
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Rom nr 10,Norwegian,2006
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Værelse nummer 10,Danish,2007
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Kamer nr. 10,Dutch,2007
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Tuba number 10,Estonian,2007
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Chambre numéro 10,French,2007
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Pokoj č. 10,Czech,2011
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Pokój numer 10,Polish,2012
"Edwardson, Åke",Rum nummer 10,Swedish,2005,Room no. 10,English,2014
"Edwardson, Åke",Vänaste land,Swedish,2006,Et yndigt land,Danish,2007
"Edwardson, Åke",Vänaste land,Swedish,2006,Armahin maa,Finnish,2007
"Edwardson, Åke",Vänaste land,Swedish,2006,Ce doux pays,French,2007
"Edwardson, Åke",Vänaste land,Swedish,2006,Det beste landet,Norwegian,2007
"Edwardson, Åke",Vänaste land,Swedish,2006,Een vlucht vooruit,Dutch,2008
"Edwardson, Åke",Vänaste land,Swedish,2006,Rotes Meer,German,2008
"Edwardson, Åke",Vänaste land,Swedish,2006,Krvavé moře,Czech,2010
"Edwardson, Åke",Vänaste land,Swedish,2006,Najpiękniejszy kraj,Polish,2013
"Edwardson, Åke",Nästan död man,Swedish,2007,Næsten død mand,Danish,2008
"Edwardson, Åke",Nästan död man,Swedish,2007,Melkein kuollut mies,Finnish,2008
"Edwardson, Åke",Nästan död man,Swedish,2007,Nog niet dood,Dutch,2009
"Edwardson, Åke",Nästan död man,Swedish,2007,Presque mort,French,2009
"Edwardson, Åke",Nästan död man,Swedish,2007,Toter Mann,German,2009
"Edwardson, Åke",Nästan död man,Swedish,2007,Nesten død mann,Norwegian,2009
"Edwardson, Åke",Nästan död man,Swedish,2007,Prawie martwy,Polish,2013
"Edwardson, Åke",Den sista vintern,Swedish,2008,Den sidste vinter,Danish,2009
"Edwardson, Åke",Den sista vintern,Swedish,2008,Winterin viimeinen talvi,Finnish,2009
"Edwardson, Åke",Den sista vintern,Swedish,2008,Den siste vinteren,Norwegian,2009
"Edwardson, Åke",Den sista vintern,Swedish,2008,De laatste winter,Dutch,2010
"Edwardson, Åke",Den sista vintern,Swedish,2008,Le dernier hiver,French,2010
"Edwardson, Åke",Den sista vintern,Swedish,2008,Der letzte Winter,German,2010
"Edwardson, Åke",Den sista vintern,Swedish,2008,Ostatnia zima,Polish,2013
"Edwardson, Åke",Den sista vintern,Swedish,2008,Poslední případ,Czech,2015
"Edwardson, Åke",Svalorna flyger så högt att ingen längre kan se dem,Swedish,2010,"Die Schwalben fliegen so hoch, dass man sie kaum sehen kann",German,2016
"Edwardson, Åke",Möt mig i Estepona,Swedish,2011,Tapaaminen Esteponassa,Finnish,2012
"Edwardson, Åke",Möt mig i Estepona,Swedish,2011,Die Rache des Chamäleons,German,2013
"Edwardson, Åke",Möt mig i Estepona,Swedish,2011,Rendez-vous à Estepona,French,2014
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,Huset ved verdens ende,Danish,2013
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,Witte ruis,Dutch,2013
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,Talo maailman laidalla,Finnish,2013
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,Das dunkle Haus,German,2014
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,Dom na końcu świata,Polish,2014
"Edwardson, Åke",Hus vid världens ände,Swedish,2012,La maison au bout du monde,French,2015
"Edwardson, Åke",Marconi Park,Swedish,2013,Park Marconiego,Polish,2014
"Edwardson, Åke",Marconi Park,Swedish,2013,Menneisyyden viesti,Finnish,2015
"Edwardson, Åke",Marconi Park,Swedish,2013,Marconi Park,French,2016
"Edwardson, Åke",Vintermörker,Swedish,2016,Winterdunkel,German,2018
"Edwardson, Åke",Bungalow,Swedish,2019,Bungalow,Italian,2020
"Efverman, Anna Charlotta",Borta,Swedish,2015,Gone,English,2020
"Efverman, Anna Charlotta",Skuggspel,Swedish,2015,Game,English,2020
"Ekdal, Niklas",I döden dina män,Swedish,2008,I døden dine mænd,Danish,2009
"Ekdal, Niklas",I döden dina män,Swedish,2008,Code 1658,German,2010
"Ekelund, Fredrik",Nina och sundet,Swedish,1999,Nina und das Meer,German,2002
"Ekelund, Fredrik",Pojken i eken,Swedish,2003,Le garçon dans le chêne,French,2012
"Ekelund, Fredrik",Blueberry Hill,Swedish,2004,Blueberry Hill,French,2013
"Ekelund, Fredrik",Casal ventoso,Swedish,2005,Casal ventoso,French,2015
"Ekman, Kerstin",30 meter mord,Swedish,1959,Die Nacht vor dem Mord,German,2001
"Ekman, Kerstin",De tre små mästarna,Swedish,1961,Kat⁻o apo to chioni,Greek,2001
"Ekman, Kerstin",De tre små mästarna,Swedish,1961,Sotto la neve,Italian,2001
"Ekman, Kerstin",De tre små mästarna,Swedish,1961,Mbi dëborë,Albanian,2010
"Ekman, Kerstin",Dödsklockan,Swedish,1963,Doodsklokken,Dutch,2000
"Ekman, Kerstin",Dödsklockan,Swedish,1963,Die Totenglocke,German,2001
"Ekman, Kerstin",Dödsklockan,Swedish,1963,La caccia,Italian,2002
"Ekman, Kerstin",Dödsklockan,Swedish,1963,Dødsklokken,Norwegian,2003
"Ekman, Kerstin",Dödsklockan,Swedish,1963,Umíráček,Czech,2015
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Atburđir viđ vatn,Icelandic,2000
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Il buio scese sull'acqua,Italian,2000
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Ocurrió a orillas del río,Spanish,2000
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Crna voda,Croatian,2001
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Geschehnisse am Wasser,German,2001
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Zwart water,Dutch,2002
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Blaikavâṭara,Hindi,2003
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Hendelser ved vann,Norwegian,2003
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Tapahtui veden äärellä,Finnish,2005
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Crimes au bord de l'eau,French,2007
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Notikumi pie ūdeņiem,Latvian,2007
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Làng Blackwater,Vietnamese,2007
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,Černá voda,Czech,2013
"Ekman, Kerstin",Händelser vid vatten,Swedish,1993,A víznél történt.,Hungarian,2018
"Elfberg, Ingrid",Gud som haver,Swedish,2009,Se til meg som liten er,Norwegian,2010
"Elfberg, Ingrid",Tills döden skiljer oss åt,Swedish,2013,Til døden skiller oss ad,Norwegian,2013
"Elfberg, Ingrid",Tills döden skiljer oss åt,Swedish,2013,Die Frau des Polizisten,German,2014
"Engman, Pascal",Patrioterna,Swedish,2017,Patriotten,Dutch,2018
"Engman, Pascal",Patrioterna,Swedish,2017,Patriotene,Norwegian,2018
"Engman, Pascal",Patrioterna,Swedish,2017,Patrioci,Polish,2018
"Engman, Pascal",Patrioterna,Swedish,2017,Patrioterne,Danish,2019
"Engman, Pascal",Patrioterna,Swedish,2017,Patriootit,Finnish,2019
"Engman, Pascal",Patrioterna,Swedish,2017,Der Patriot,German,2019
