unique_id,publication_date,year,title,section,author_name,last_name,first_name,author_gender,author_nea,author_bestseller,author_prize,author_iowa
557,8/1/1965,1965,Barbara,fiction,Robert Ruark,Ruark,Robert,M,,yes,,
558,9/1/1965,1965,The Ultimate Brunette,fiction,Algis Budrys,Budrys,Algis,M,,,,
559,9/1/1965,1965,An Unevenness of Blessings,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
560,9/1/1965,1965,The Quick-Witted Miller,ribald classic,Marguerite de Navarre,Navarre,Marguerite,F,,,,
561,9/1/1965,1965,Chariot of Fire,fiction,Ray Russell,Russell,Ray,M,,,,
562,9/1/1965,1965,Afternoon in Andalusia,fiction,Robert Ruark,Ruark,Robert,M,,yes,,
563,9/1/1965,1965,The Muses of Ruin,fiction,William Pearson,Pearson,William,M,,yes,,
564,10/1/1965,1965,City of Light '65,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
565,10/1/1965,1965,The Fireplace,fiction,Pietro di Donato,Donato,Pietro,M,yes,yes,,
566,10/1/1965,1965,The Nail and the Oracle,fiction,Theodore Sturgeon,Sturgeon,Theodore,M,,,,
567,10/1/1965,1965,Lotus Blossoms,ribald classic,,,,N/A,,,,
568,11/1/1965,1965,An Angel of Mercy,fiction,David Ely,Ely,David,M,,,,
569,11/1/1965,1965,Etta at Night,fiction,Frederic Morton,Morton,Frederic,M,,,,
570,11/1/1965,1965,A Scamp and his Bagpipes Bold,ribald classic,Masuccio	Salernitano,Salernitano,Masuccio,M,,,,
571,11/1/1965,1965,Deathwatch,fiction,Norman Spinrad,Spinrad,Norman,M,,,,
572,11/1/1965,1965,The Goblin of Curtery Sink,fiction,T.K. Brown III,Brown,T.K.,M,,,,
573,12/1/1965,1965,Czar Nikita and His 40 Daughters,ribald classic,Alexander Pushkin,Pushkin,Alexander,M,,,,
574,12/1/1965,1965,The Birthday Party,fiction,Evan Hunter,Hunter,Evan,M,,yes,,
575,12/1/1965,1965,Bread on the Waters,fiction,John le Carré,Carré,John,M,,yes,yes,
576,12/1/1965,1965,Jeeves and the Greasy Bird,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
577,12/1/1965,1965,Despair,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
578,1/1/1966,1966,Señor Discretion Himself,fiction,Budd Schulberg,Schulberg,Budd,M,,yes,,
579,1/1/1966,1966,The Man Child,fiction,James Baldwin,Baldwin,James,M,,yes,yes,
580,1/1/1966,1966,The Last Act,fiction,Roald Dahl,Dahl,Roald,M,,yes,,
581,1/1/1966,1966,Despair,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
582,1/1/1966,1966,Flamenca's Bath,ribald classic,,,,N/A,,,,
583,2/1/1966,1966,How Simon Got His Bureau,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
584,2/1/1966,1966,Madam Filippa's Defense,ribald classic,Boccaccio,,Boccaccio,M,,,,
585,2/1/1966,1966,Despair,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
586,2/1/1966,1966,A Valentine,fiction,William Saroyan,Saroyan,William,M,,yes,,
587,3/1/1966,1966,The Good Doctor,fiction,Allan Seager,Seager,Allan,M,yes,,,
588,3/1/1966,1966,The Purple Grapes of Queen Julishka,ribald classic,Csonka,,Csonka,N/A,,,,
589,3/1/1966,1966,Octopussy,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
590,3/1/1966,1966,O'Hara's Love,fiction,Pietro di Donato,Donato,Pietro,M,yes,yes,,
591,3/1/1966,1966,Despair,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
592,4/1/1966,1966,"Marriage, Food, Money, Children, Ice Skating",fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
593,4/1/1966,1966,Octopussy,fiction,Ian Fleming,Fleming,Ian,M,,yes,,
594,4/1/1966,1966,Chronicle of An Event,fiction,Ken Purdy,Purdy,Ken,M,,,,
595,4/1/1966,1966,Despair,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
596,4/1/1966,1966,The Double Deception of Janos the Jack,ribald classic,,,,N/A,,,,
597,5/1/1966,1966,The Roach Powder in the Maple Walnut,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
598,5/1/1966,1966,The Master Copy,fiction,Frank Dobinson,Dobinson,Frank,M,,,,
599,5/1/1966,1966,The Hayloft,fiction,Pietro di Donato,Donato,Pietro,M,yes,yes,,
600,5/1/1966,1966,The Earnest Sprints,fiction,Tom Mayer,Mayer,Tom,M,,,,
601,5/1/1966,1966,The Cunning of Khalbas The Cuckold,ribald classic,,,,N/A,,,,
602,6/1/1966,1966,The Light of Darkness,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
603,6/1/1966,1966,The Rich Girl,fiction,Dan Wakefield,Wakefield,Dan,M,yes,,,
604,6/1/1966,1966,My Father and His Gangsters,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
605,6/1/1966,1966,The Miller Would A Cobbler Be,ribald classic,Masuccio	Salernitano,Salernitano,Masuccio,M,,,,
606,7/1/1966,1966,The Better Man,fiction,Ray Russell,Russell,Ray,M,,,,
607,7/1/1966,1966,Don't Laugh Unless It's Funny,fiction,William Saroyan,Saroyan,William,M,,yes,,
608,7/1/1966,1966,The Generous Gift of Gabon,ribald classic,,,,N/A,,,,
609,8/1/1966,1966,The Manuscript of Doctor Arness,fiction,Gahan Wilson,Wilson,Gahan,M,,,,
610,8/1/1966,1966,"My Father, His Father and Ben",fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
611,8/1/1966,1966,"Hello Charlie, Goodbye",fiction,Ken Purdy,Purdy,Ken,M,,,,
612,8/1/1966,1966,An Unusual Cure for A Pain in the Eye,ribald classic,,,,N/A,,,,
613,9/1/1966,1966,Buddy-buddy,fiction,Garson Kanin,Kanin,Garson,M,,yes,,
614,9/1/1966,1966,The Gold of Troy,fiction,Harry Mark Petrakis,Petrakis,Harry Mark,M,,yes,,
615,9/1/1966,1966,Rendezvous,fiction,John Christopher,Christopher,John,M,,,,
616,9/1/1966,1966,All to Scale,fiction,Lawrence Durrell,Durrell,Lawrence,M,,yes,,
617,9/1/1966,1966,A Matter of Triple Duplicity,ribald classic,,,,N/A,,,,
618,10/1/1966,1966,A Crafty Constable Confounded,ribald classic,Honore de Balzac,Balzac,Honore,M,,,,
619,10/1/1966,1966,A Woman for Titus,fiction,Hugh Nissenson,Nissenson,Hugh,M,yes,,,
620,10/1/1966,1966,Untitled,fiction,Ken Purdy,Purdy,Ken,M,,,,
621,10/1/1966,1966,First Aid for Freddie,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
622,10/1/1966,1966,The Man in the Rorschach Shirt,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
623,11/1/1966,1966,The Merry Nights of Mistinguette,ribald classic,Gabriel Chappuys,Chappuys,Gabriel,M,,,,
624,11/1/1966,1966,The Ancient Company,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
625,11/1/1966,1966,A Most Miraculous Organ,fiction,Ray Russell,Russell,Ray,M,,,,
626,11/1/1966,1966,The Swimmers,fiction,William Saroyan,Saroyan,William,M,,yes,,
627,12/1/1966,1966,Playback,fiction,Arthur C. Clarke,Clarke,Arthur C.,M,,yes,,
628,12/1/1966,1966,Lovemaking,fiction,Frederik Pohl,Pohl,Frederik,M,,,,
629,12/1/1966,1966,The Only Game in Town,fiction,Garson Kanin,Kanin,Garson,M,,yes,,
630,12/1/1966,1966,The Truth about Orlik,fiction,Gerald Kersh,Kersh,Gerald,M,,yes,,
631,12/1/1966,1966,An Expensive Place to Die,fiction,Len Deighton,Deighton,Len,M,,yes,,
632,12/1/1966,1966,So Pretty and So Green,fiction,Mackinlay Kantor,Kantor,Mackinlay,M,,yes,yes,
633,12/1/1966,1966,The Scape he Would a Scribbler Be,ribald classic,Poggio Florentino,Florentino,Poggio,M,,,,
634,12/1/1966,1966,Accidentally Good,fiction,Robert Ruark,Ruark,Robert,M,,yes,,
635,12/1/1966,1966,Cephalotron,fiction,Thomas M. Disch,Disch,Thomas M.,M,,,,
636,1/1/1967,1967,The Romantic Cask of Bornemisza,ribald classic,Bede Istvan,Istvan,Bede,M,,,,
637,1/1/1967,1967,The Riddle,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
638,1/1/1967,1967,An Expensive Place to Die,fiction,Len Deighton,Deighton,Len,M,,yes,,
639,1/1/1967,1967,George and Alfred,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
640,1/1/1967,1967,The Lost City of Mars,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
641,1/1/1967,1967,"No, Mac, It Just Wouldn't Work",fiction,Robert Graves,Graves,Robert,M,,yes,,
642,2/1/1967,1967,The Raffle,fiction,"E.J. Kahn, Jr.",Kahn,E.J.,M,,,,
643,2/1/1967,1967,Where Al Things Wise and Fair Descend,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
644,2/1/1967,1967,Second Breakfast,fiction,Jerome Weidman,Weidman,Jerome,M,,yes,,
645,2/1/1967,1967,An Expensive Place to Die,fiction,Len Deighton,Deighton,Len,M,,yes,,
646,2/1/1967,1967,A Strange Device for a Faithful Wife,ribald classic,Min-Chien,,Min-Chien,M,,,,
647,2/1/1967,1967,Long Time Coming and a Long Time Gone,fiction,Richard Fariña,Fariña,Richard,M,,,,
648,3/1/1967,1967,Virginia,fiction,Calvin Tomkins,Tomkins,Calvin,M,,,,
649,3/1/1967,1967,The Witness,fiction,Harry Mark Petrakis,Petrakis,Harry Mark,M,,yes,,
650,3/1/1967,1967,An Expensive Place to Die,fiction,Len Deighton,Deighton,Len,M,,yes,,
651,3/1/1967,1967,Comet Wine,fiction,Ray Russell,Russell,Ray,M,,,,
652,3/1/1967,1967,The Lady's Tale,ribald classic,,,,N/A,,,,
653,4/1/1967,1967,Guess Who Died?,fiction,Herb Gardner,Gardner,Herb,M,,,,
654,4/1/1967,1967,While the Sun Shines,fiction,John Wain,Wain,John,M,,,,
655,4/1/1967,1967,Dyson on the Box,fiction,Michael Frayn,Frayn,Michael,M,,,,
656,4/1/1967,1967,The Party,fiction,William F. Nolan,Nolan,William F.,M,,,,
657,4/1/1967,1967,Measure for Pleasure,ribald classic,,,,N/A,,,,
658,5/1/1967,1967,The Sea was Wet was Wet Could Be,fiction,Gahan Wilson,Wilson,Gahan,M,,,,
660,5/1/1967,1967,Wise Child,fiction,John Wyndham,Wyndham,John,M,,,,
659,5/1/1967,1967,Quarrel,fiction,John D. MacDonald,MacDonald,John D.,M,,yes,,
661,5/1/1967,1967,"You May Well Wonder, Marty",fiction,Karl Prentiss,Prentiss,Karl,M,,,,
662,5/1/1967,1967,A French Lesson,ribald classic,Marguerite de Navarre,Navarre,Marguerite,F,,,,
663,5/1/1967,1967,Day of Good Fortune,fiction,Rafael Steinberg,Steinberg,Rafael,M,,,,
664,6/1/1967,1967,The Wreck of the Ship John B.,fiction,Frank Robinson,Robinson,Frank,M,,,,
665,6/1/1967,1967,Peacock Dreams,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
666,6/1/1967,1967,"It's No Far, But I don't Know the Way",fiction,Hoke Norris,Norris,Hoke,M,,,,
667,6/1/1967,1967,Pin Money,fiction,James Cross,Cross,James,M,yes,,,
668,6/1/1967,1967,How the Sultan Made Peace in His Harem,ribald classic,,,,N/A,,,,
669,7/1/1967,1967,A Horse's Head,fiction,Evan Hunter,Hunter,Evan,M,,yes,,
670,7/1/1967,1967,The Prisoner,fiction,Henry Slesar,Slesar,Henry,M,,,,
671,7/1/1967,1967,"Laughs, Etc",fiction,James Leo Herlihy,Herlihy,James Leo,M,,yes,,
672,7/1/1967,1967,Ukridge Starts a Bank Account,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
673,7/1/1967,1967,How T'ai Hao Drove the Devils Out,ribald classic,,,,N/A,,,,
674,8/1/1967,1967,The Double Talk of Love,ribald classic,Abbe de Brantome,Brantome,Abbe,M,,,,
675,8/1/1967,1967,A Horse's Head,fiction,Evan Hunter,Hunter,Evan,M,,yes,,
676,8/1/1967,1967,Room 312,fiction,G.L. Tassone,Tassone,G.L.,N/A,,,,
677,8/1/1967,1967,The Dispatcher,fiction,Gerald Green,Green,Gerald,M,,yes,,
678,8/1/1967,1967,The Man Who Wrote Letters to Presidents,fiction,William Wiser,Wiser,William,M,yes,,,
679,9/1/1967,1967,A Small Buffet in Maldita,fiction,Harry Brown,Brown,Harry,M,,,,
680,9/1/1967,1967,The Courtship,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
681,9/1/1967,1967,Testimony Concerning Edward Darwin Caparell,fiction,Ken Purdy,Purdy,Ken,M,,,,
682,9/1/1967,1967,"Dumb Jaime, And How He Spoke",ribald classic,Poggio Bracciolini,Bracciolini,Poggio,M,,,,
683,9/1/1967,1967,Please Don't Talk to Me--I'm in Training,fiction,Robert Kaufman,Kaufman,Robert,M,,,,
685,10/1/1967,1967,Ripples,fiction,Ray Russell,Russell,Ray,M,,,,
686,10/1/1967,1967,The Pop-Op Caper,fiction,William F. Nolan,Nolan,William F.,M,,,,
684,10/1/1967,1967,Do It For A Penny?,fiction,Harlan Ellison; Haskell Barkin,,,N/A,,,,
687,10/1/1967,1967,Lust of the Holy Man,ribald classic,,,,N/A,,,,
688,11/1/1967,1967,The Sharers,fiction,Evan Hunter,Hunter,Evan,M,,yes,,
689,11/1/1967,1967,Speed Trap,fiction,Frederik Pohl,Pohl,Frederik,M,,,,
690,11/1/1967,1967,"Long Way Up, Short Way Down",fiction,Ken Purdy,Purdy,Ken,M,,,,
691,11/1/1967,1967,The Day,fiction,Robie Macauley,Macauley,Robie,M,,,,
692,11/1/1967,1967,Something Better Than Marriage,ribald classic,,,,N/A,,,,
693,12/1/1967,1967,The Mannichon Solution,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
694,12/1/1967,1967,The Lecture,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
695,12/1/1967,1967,Dance With a Stranger,fiction,Jacob Brackman,Brackman,Jacob,M,,,,
696,12/1/1967,1967,A Good Cigar Is a Smoke,fiction,P.G. Wodehouse,Wodehouse,P.G.,M,,,,
697,12/1/1967,1967,Why Napoleon Erected the Obelisk,ribald classic,,,,N/A,,,,
698,1/1/1968,1968,The Bloody Bey's Silver Cup,ribald classic,Alexander Dumas,Dumas,Alexander,M,,,,
699,1/1/1968,1968,A Latin from Killarnet,fiction,Budd Schulberg,Schulberg,Budd,M,,yes,,
700,1/1/1968,1968,The Yellow Room,fiction,John Cheever,Cheever,John,M,,yes,yes,
701,1/1/1968,1968,Welcome to the Monkey House,fiction,Kurt Vonnegut,Vonnegut,Kurt,M,,yes,yes,
702,1/1/1968,1968,The Old System,fiction,Saul Bellow,Bellow,Saul,M,,yes,yes,
703,2/1/1968,1968,A Pimp's Revenge,fiction,Bernard Malamud,Malamud,Bernard,M,,yes,yes,
704,2/1/1968,1968,The Hot Sauces of Magda,fiction,Bernard Wolfe,Wolfe,Bernard,M,,,,
705,2/1/1968,1968,The Hat Act,fiction,Robert Coover,Coover,Robert,M,yes,yes,yes,
706,2/1/1968,1968,Tears and Laughter,ribald classic,,,,N/A,,,,
707,3/1/1968,1968,Cable From Mr. Menzies,fiction,Ernest Borneman,Borneman,Ernest,M,,,,
708,3/1/1968,1968,The Chronicle of the 656th,fiction,George Byram,Byram,George,M,,,,
709,3/1/1968,1968,The Origin of Everything,fiction,Italo Calvino,Calvino,Italo,M,,,,
710,3/1/1968,1968,The Age of Descent,fiction,John Porter,Porter,John,M,,,,
711,3/1/1968,1968,The Boisterous Bonze Thich Xuan,ribald classic,,,,N/A,,,,
712,4/1/1968,1968,The Reading of the Will,fiction,John Knowles,Knowles,John,M,,yes,yes,
713,4/1/1968,1968,"Ruth, the Sun is Shining",fiction,John McPhee,McPhee,John,M,,,yes,
714,4/1/1968,1968,Turn Left at Mata Hari,fiction,Ray Russell,Russell,Ray,M,,,,
715,4/1/1968,1968,Papa's Planet,fiction,William F. Nolan,Nolan,William F.,M,,,,
716,4/1/1968,1968,The Miniskirt,ribald classic,,,,N/A,,,,
717,5/1/1968,1968,Never Press the Lapels,fiction,Gerald Cleaver,Cleaver,Gerald,M,,,,
718,5/1/1968,1968,Henne Fire,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
719,5/1/1968,1968,The Dead Astronaut,fiction,J.G. Ballard,Ballard,J.G.,M,,,,
720,5/1/1968,1968,The Annex,fiction,John D. MacDonald,MacDonald,John D.,M,,yes,,
721,5/1/1968,1968,The Virgin of Venice,ribald classic,,,,N/A,,,,
722,6/1/1968,1968,Once In Auvergne,ribald classic,Guillaume de Poitiers,Poitiers,Guillaume,M,,,,
723,6/1/1968,1968,Girl Getting Educated At Noon on Sunday,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
724,6/1/1968,1968,Ghost,fiction,Hoke Norris,Norris,Hoke,M,,,,
725,6/1/1968,1968,The Man From Not-Yet,fiction,John T. Sladek,Sladek,John T.,M,,,,
726,6/1/1968,1968,Gamma Gamma Gamma,fiction,Richard Duggin,Duggin,Richard,M,yes,,,
727,7/1/1968,1968,Masks,fiction,Damon Knight,Knight,Damon,M,,,,
728,7/1/1968,1968,Playing Fields,fiction,John Cheever,Cheever,John,M,,yes,yes,
729,7/1/1968,1968,The Fully Automated Love Life of Henry Keanridge,fiction,Stan Dryer,Dryer,Stan,M,,,,
730,7/1/1968,1968,The Last Stratagem,ribald classic,,,,N/A,,,,
731,8/1/1968,1968,The Antine Bay Magenta,fiction,Ken Purdy,Purdy,Ken,M,,,,
732,8/1/1968,1968,The Trouble with Machines,fiction,Ron Goulart,Goulart,Ron,M,,,,
733,8/1/1968,1968,The Young Man Who Read Brilliant Books,fiction,Stephen Dixon,Dixon,Stephen,M,yes,,yes,
734,8/1/1968,1968,Done With Mirrors,ribald classic,,,,N/A,,,,
735,9/1/1968,1968,The Day the Flowers Came,fiction,David Madden,Madden,David,M,,,,
736,9/1/1968,1968,It,fiction,Donald E. Westlake,Westlake,Donald E.,M,,,,
737,9/1/1968,1968,Fortitude,fiction,Kurt Vonnegut,Vonnegut,Kurt,M,,yes,yes,
738,9/1/1968,1968,Here Comes John Henry,fiction,Ray Russell,Russell,Ray,M,,,,
739,9/1/1968,1968,The Unpeeled Pear,ribald classic,,,,N/A,,,,
740,10/1/1968,1968,Rite of Love,fiction,J.P. Donleavy,Donleavy,J.P.,M,,yes,yes,
741,10/1/1968,1968,Mr. Swift and His Remarkable Thing,fiction,Jeremiah McMahon,McMahon,Jeremiah,M,,,,
742,10/1/1968,1968,The Dentist's Wife,fiction,William Melvin Kelley,Kelley,William Melvin,M,,,yes,
743,10/1/1968,1968,The Mysterious Lover,ribald classic,,,,N/A,,,,
744,11/1/1968,1968,Colorless In Limestone Caverns,fiction,Allan Seager,Seager,Allan,M,yes,,,
745,11/1/1968,1968,A Fair Festivity,fiction,J.P. Donleavy,Donleavy,J.P.,M,,yes,yes,
746,11/1/1968,1968,How Does That Make You Feel?,fiction,Jeffery Hudson,Hudson,Jeffery,M,,,,
747,11/1/1968,1968,The Legacy,fiction,Michael Laurence,Laurence,Michael,M,,,,
748,11/1/1968,1968,The Bell Witch,ribald classic,,,,N/A,,,,
749,12/1/1968,1968,Roman Quartet,fiction,Alberto Moravia,Moravia,Alberto,M,,,,
750,12/1/1968,1968,The Circumcision of James Buttonwood,fiction,Ben Maddow,Maddow,Ben,M,yes,,,
751,12/1/1968,1968,Another Way of Dying,fiction,Francis Clifford,Clifford,Francis,M,,,,
752,12/1/1968,1968,Dark Eye,fiction,Harry Mark Petrakis,Petrakis,Harry Mark,M,,yes,,
753,12/1/1968,1968,The Diary,fiction,Johann Wolfgang von Goethe,Goethe,Johann Wolfgang,M,,,,
754,12/1/1968,1968,"Big Daddy Says Yes, Big Daddy Says No",fiction,Ken Purdy,Purdy,Ken,M,,,,
755,1/1/1969,1969,Another Way of Dying,fiction,Francis Clifford,Clifford,Francis,M,,,,
756,1/1/1969,1969,The Schematic Man,fiction,Frederik Pohl,Pohl,Frederik,M,,,,
757,1/1/1969,1969,Ermyntrude and Esmeralda,fiction,Lytton Strachey,Strachey,Lytton,M,,,,
758,1/1/1969,1969,Incident in the Streets of the City,fiction,Robert Coover,Coover,Robert,M,yes,yes,yes,
759,1/1/1969,1969,The Talking Trees,fiction,Sean O'Faolain,O'Faolain,Sean,M,,,,
760,2/1/1969,1969,Another Way of Dying,fiction,Francis Clifford,Clifford,Francis,M,,,,
761,2/1/1969,1969,Whispers In Bedlam,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
762,2/1/1969,1969,On His Way to Employ's Bike Shop,fiction,James D. Houston,Houston,James D.,M,yes,,,
763,2/1/1969,1969,Midnight Snack,fiction,T.K. Brown III,Brown,T.K.,M,,,,
764,2/1/1969,1969,The Meek Wolf Among the Savage Lambs,ribald classic,,,,N/A,,,,
765,3/1/1969,1969,The Unfinished Soldiers,fiction,James Aldridge,Aldridge,James,M,,yes,,
766,3/1/1969,1969,Yes It's Me and I'm Late Again,fiction,James Leigh,Leigh,James,M,,,,
767,3/1/1969,1969,The Butler Did It,ribald classic,Ned Ward,Ward,Ned,M,,,,
768,3/1/1969,1969,Death's Door,fiction,Robert McNear,McNear,Robert,M,,,,
769,3/1/1969,1969,A Man's Home in His Castle,fiction,Ron Goulart,Goulart,Ron,M,,,,
770,4/1/1969,1969,Master of the Ball Hawks,fiction,Patrick McGivern,McGivern,Patrick,M,,,,
771,4/1/1969,1969,Prey,fiction,Richard Matheson,Matheson,Richard,M,,,,
772,4/1/1969,1969,Ada,fiction,Vladimir Nabokov,Nabokov,Vladimir,M,,yes,yes,
773,4/1/1969,1969,The Fixer,ribald classic,,,,N/A,,,,
774,5/1/1969,1969,The Chimeras,fiction,Arthur Koestler,Koestler,Arthur,M,,yes,,
775,5/1/1969,1969,Berry-Smashing Day at the C&L,fiction,Stephen Dixon,Dixon,Stephen,M,yes,,yes,
776,5/1/1969,1969,The Arbitrator,fiction,Thomas Livingston,Livingston,Thomas,M,,,,
777,5/1/1969,1969,The $1000 Cup of Crazy German Coffee,fiction,Warner Law,Law,Warner,M,,,,
778,5/1/1969,1969,The Pious Matchmaker,ribald classic,,,,N/A,,,,
779,6/1/1969,1969,A Life in the Day Of,fiction,Frank Robinson,Robinson,Frank,M,,,,
780,6/1/1969,1969,"I Do Not Like Thee, Dr. Feldman",fiction,Henry Slesar,Slesar,Henry,M,,,,
781,6/1/1969,1969,Downwind From Gettysburg,fiction,Ray Bradbury,Bradbury,Ray,M,,yes,yes,
782,6/1/1969,1969,Gemini,fiction,Ray Russell,Russell,Ray,M,,,,
783,6/1/1969,1969,The Lady in Green Slippers,ribald classics,Restif de La Bretonne,La Bretonne,Restif,M,,,,
784,7/1/1969,1969,Somebody Owes Me Money,fiction,Donald E. Westlake,Westlake,Donald E.,M,,,,
785,7/1/1969,1969,Beginnings,fiction,Evan Hunter,Hunter,Evan,M,,yes,,
786,7/1/1969,1969,A Breath of Lucifer,fiction,R.K. Narayan,Narayan,R.K.,M,,,,
787,7/1/1969,1969,The Worshipful Widow,ribald classic,,,,N/A,,,,
788,8/1/1969,1969,Quick Hop,fiction,Brock Brower,Brower,Brock,M,yes,,,
789,8/1/1969,1969,Somebody Owes Me Money,fiction,Donald E. Westlake,Westlake,Donald E.,M,,,,
790,8/1/1969,1969,The Fire Fighters,fiction,Ernest Taves,Taves,Ernest,M,,,,
791,8/1/1969,1969,Can You Feel Anything When I Do This?,fiction,Robert Sheckley,Sheckley,Robert,M,,,,
792,8/1/1969,1969,Fair Share,ribald classic,,,,N/A,,,,
793,9/1/1969,1969,The Shameless Shiksa,fiction,C.D. Hill,Hill,C.D.,F,,,,
794,9/1/1969,1969,"I Am Dying, Egypt, Dying",fiction,John Updike,Updike,John,M,,yes,yes,
795,9/1/1969,1969,The Dannold Cheque,fiction,Ken Purdy,Purdy,Ken,M,,,,
796,9/1/1969,1969,The Silver Nut of the Calliope Tree,ribald classic,,,,N/A,,,,
797,10/1/1969,1969,Revelations,fiction,Asa Baber,Baber,Asa,M,,,,
798,10/1/1969,1969,The Truth,fiction,Harry Brown,Brown,Harry,M,,,,
799,10/1/1969,1969,On The Way to the Poorhouse,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
800,10/1/1969,1969,Of Bids and Snares,ribald classic,,,,N/A,,,,
801,11/1/1969,1969,Crook's Tour,fiction,Graham Greene,Greene,Graham,M,,yes,,
802,11/1/1969,1969,What Is All This?,fiction,Stephen Dixon,Dixon,Stephen,M,yes,,yes,
803,11/1/1969,1969,Nine Lives,fiction,Ursula K. LeGuin,LeGuin,Ursula K.,F,,,yes,
804,11/1/1969,1969,The Chinese Lesson,ribald classic,,,,N/A,,,,
805,12/1/1969,1969,The Flashlight,fiction,Eldridge Cleaver,Cleaver,Eldridge,M,,,,
806,12/1/1969,1969,Crook's Tour,fiction,Graham Greene,Greene,Graham,M,,yes,,
807,12/1/1969,1969,"Love, Dad",fiction,Joseph Heller,Heller,Joseph,M,,yes,yes,
808,12/1/1969,1969,Cordle to Onion to Carrot,fiction,Robert Sheckley,Sheckley,Robert,M,,,,
809,12/1/1969,1969,Epigrams from the Greek Anthology,ribald classic,,,,N/A,,,,
810,1/1/1970,1970,The Mourner,fiction,Bruce Jay Friedman,Friedman,Bruce Jay,M,,yes,,
811,1/1/1970,1970,Crook's Tour,fiction,Graham Greene,Greene,Graham,M,,yes,,
812,1/1/1970,1970,Thomas in Elysium,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
813,1/1/1970,1970,A Recluse and His Guest,fiction,Tennessee Williams,Williams,Tennessee,M,,yes,yes,
814,1/1/1970,1970,The Girl and the Shark,ribald classic,,,,N/A,,,,
815,2/1/1970,1970,The Land of A Million Elephants,fiction,Asa Baber,Baber,Asa,M,,,,
816,2/1/1970,1970,The Boss's Son,fiction,Ivan Prashker,Prashker,Ivan,M,,,,
817,2/1/1970,1970,The Rebirth of Yost,fiction,Thomas Baum,Baum,Thomas,M,,,,
818,2/1/1970,1970,The Most Wicked Novel,ribald classic,,,,N/A,,,,
819,3/1/1970,1970,The Land of A Million Elephants,fiction,Asa Baber,Baber,Asa,M,,,,
820,3/1/1970,1970,The Same to You Doubled,fiction,Asa Baber,Baber,Asa,M,,,,
821,3/1/1970,1970,Rudolph In Moneyland,fiction,Irwin Shaw,Shaw,Irwin,M,,yes,yes,
822,3/1/1970,1970,The Convert,fiction,Ken Purdy,Purdy,Ken,M,,,,
823,3/1/1970,1970,How Rau-Mahora Wooed Her Husband,ribald classic,,,,N/A,,,,
824,4/1/1970,1970,The Land of A Million Elephants,fiction,Asa Baber,Baber,Asa,M,,,,
825,4/1/1970,1970,Dear Old Friend,fiction,John D. MacDonald,MacDonald,John D.,M,,yes,,
826,4/1/1970,1970,Black Shylock,fiction,Louis Auchincloss,Auchincloss,Louis,M,,yes,,
827,4/1/1970,1970,Checkmate,ribald classic,Marguerite de Navarre,Navarre,Marguerite,F,,,,
828,4/1/1970,1970,By Appointment Only,fiction,Richard Matheson,Matheson,Richard,M,,,,
829,5/1/1970,1970,Zoya,fiction,Herbert Gold,Gold,Herbert,M,,yes,yes,
830,5/1/1970,1970,The Blasphemer,fiction,Isaac Bashevis Singer,Singer,Isaac Bashevis,M,yes,yes,yes,
831,5/1/1970,1970,Love Letter,fiction,Ken Kolb,Kolb,Ken,M,,,,
