,person_id,full_name,given_name,last_name,author_wikidata,author_wikidata_label,author_viaf,author_lccn,gender,elite_institution,graduate_degree,mfa_degree,iowa_mfa_person_id,stegner,role,prize_institution,prize_name,prize_year,prize_genre,prize_type,prize_amount,title_of_winning_book
3063,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1991,poetry,career,25000.0,
3064,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1990,poetry,career,25000.0,
3065,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1989,poetry,career,25000.0,
3066,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1988,poetry,career,25000.0,
3067,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1987,poetry,career,25000.0,
3068,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1986,poetry,career,25000.0,
3069,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1985,poetry,career,25000.0,
3070,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1984,poetry,career,25000.0,
3071,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1983,poetry,career,25000.0,
3072,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1982,poetry,career,25000.0,
3073,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1981,poetry,career,25000.0,
3074,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1980,poetry,career,25000.0,
3075,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1979,poetry,career,25000.0,
3076,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1978,poetry,career,25000.0,
3077,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1977,poetry,career,25000.0,
3078,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1976,poetry,career,25000.0,
3079,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1975,poetry,career,25000.0,
3080,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1974,poetry,career,25000.0,
3081,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1973,poetry,career,25000.0,
3082,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1972,poetry,career,25000.0,
3083,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1971,poetry,career,25000.0,
3084,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1970,poetry,career,25000.0,
3085,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1969,poetry,career,25000.0,
3086,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1968,poetry,career,25000.0,
3087,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1967,poetry,career,25000.0,
3088,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1966,poetry,career,25000.0,
3089,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1965,poetry,career,25000.0,
3090,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1964,poetry,career,25000.0,
3091,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1963,poetry,career,25000.0,
3092,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1962,poetry,career,25000.0,
3093,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1961,poetry,career,25000.0,
3094,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,winner,Yale University,Bollingen Prize for Poetry,1971,poetry,career,10000.0,
3095,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1969,poetry,career,10000.0,
3096,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1967,poetry,career,10000.0,
3097,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1958,poetry,career,10000.0,
3098,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1957,poetry,career,10000.0,
3099,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,1988,poetry,career,35000.0,
3100,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,1987,poetry,career,35000.0,
3101,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,winner,Poetry Foundation,Ruth Lilly Poetry Prize,2006,poetry,career,100000.0,
3102,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,winner,Academy of American Poets,Wallace Stevens Award,2003,poetry,career,100000.0,
3103,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Wallace Stevens Award,1995,poetry,career,100000.0,
3104,1918,Richard Wilbur,Richard,Wilbur,Q1333582,Richard Wilbur,14804371,n79007244,male,Harvard University,graduate,,,,judge,Academy of American Poets,Wallace Stevens Award,1994,poetry,career,100000.0,
3105,1921,Richardg Stern,Richardg,Stern,,,,,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1968,no genre,career,10000.0,
3106,1921,Richardg Stern,Richardg,Stern,,,,,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,1985,prose,career,25000.0,
3107,1953,Robert D. Richardson,Robert D.,Richardson ,Q7343337,Robert D. Richardson,61574563,n82248492,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1998,no genre,career,10000.0,
3108,1957,Robert Francis,Robert,Francis,Q7344478,Robert Francis,17348776,n79125908,male,Harvard University,graduate,,,,winner,Academy of American Poets,Academy of American Poets Fellowship,1984,poetry,career,25000.0,
3109,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1961,poetry,career,25000.0,
3110,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1960,poetry,career,25000.0,
3111,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1959,poetry,career,25000.0,
3112,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1958,poetry,career,25000.0,
3113,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1957,poetry,career,25000.0,
3114,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1956,poetry,career,25000.0,
3115,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1955,poetry,career,25000.0,
3116,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1954,poetry,career,25000.0,
3117,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1953,poetry,career,25000.0,
3118,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1952,poetry,career,25000.0,
3119,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1950,poetry,career,25000.0,
3120,1964,Robert Hillyer,Robert,Hillyer,Q2157568,Robert Hillyer,59464846,n86034262,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1949,poetry,career,25000.0,
3121,1983,Robert Polito,Robert,Polito,Q7348947,Robert Polito,114208603,n87923597,male,Harvard University,graduate,,,,judge,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2009,no genre,career,50000.0,
3122,1983,Robert Polito,Robert,Polito,Q7348947,Robert Polito,114208603,n87923597,male,Harvard University,graduate,,,,judge,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2008,no genre,career,50000.0,
3123,2099,Sheldon Wolin,Sheldon,Wolin,Q3481823,Sheldon Wolin,108345325,n50013817,male,Harvard University,graduate,,,,winner,Lannan Foundation,Lannan Award,2008,no genre,career,150000.0,
3124,2119,Spencer Reece,Spencer,Reece,Q7576166,Spencer Reece,23971715,n2003028983,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,2016,no genre,career,10000.0,
3125,2119,Spencer Reece,Spencer,Reece,Q7576166,Spencer Reece,23971715,n2003028983,male,Harvard University,graduate,,,,winner,Whiting Foundation,Whiting Award,2005,no genre,career,50000.0,
3126,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1996,poetry,career,25000.0,
3127,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1995,poetry,career,25000.0,
3128,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1994,poetry,career,25000.0,
3129,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1993,poetry,career,25000.0,
3130,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1992,poetry,career,25000.0,
3131,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1991,poetry,career,25000.0,
3132,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1990,poetry,career,25000.0,
3133,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1988,poetry,career,25000.0,
3134,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1987,poetry,career,25000.0,
3135,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1986,poetry,career,25000.0,
3136,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1985,poetry,career,25000.0,
3137,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1984,poetry,career,25000.0,
3138,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1983,poetry,career,25000.0,
3139,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1982,poetry,career,25000.0,
3140,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1981,poetry,career,25000.0,
3141,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1980,poetry,career,25000.0,
3142,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1979,poetry,career,25000.0,
3143,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1978,poetry,career,25000.0,
3144,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1977,poetry,career,25000.0,
3145,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1976,poetry,career,25000.0,
3146,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1975,poetry,career,25000.0,
3147,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1974,poetry,career,25000.0,
3148,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1973,poetry,career,25000.0,
3149,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1972,poetry,career,25000.0,
3150,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1971,poetry,career,25000.0,
3151,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1970,poetry,career,25000.0,
3152,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Academy of American Poets,Academy of American Poets Fellowship,1968,poetry,career,25000.0,
3153,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1959,no genre,career,10000.0,
3154,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Yale University,Bollingen Prize for Poetry,1987,poetry,career,10000.0,
3155,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,2001,poetry,career,35000.0,
3156,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,2000,poetry,career,35000.0,
3157,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,1976,poetry,career,35000.0,
3158,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,1975,poetry,career,35000.0,
3159,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,winner,Library of Congress,Poet Laureate,1974,poetry,career,35000.0,
3160,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Wallace Stevens Award,1996,poetry,career,100000.0,
3161,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Wallace Stevens Award,1995,poetry,career,100000.0,
3162,2128,Stanley Kunitz,Stanley,Kunitz,Q1974852,Stanley Kunitz,109638294,n79007720,male,Harvard University,graduate,,,,judge,Academy of American Poets,Wallace Stevens Award,1994,poetry,career,100000.0,
3163,2244,Tim O'Brien,Tim,O'Brien,Q1289151,Tim O'Brien,85364833,n85092953,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1992,no genre,career,10000.0,
3164,2296,Ved Mehta,Ved,Mehta,Q7917875,Ved Mehta,95152705,n79066640,male,Harvard University,graduate,,,,winner,MacArthur Foundation,MacArthur Fellowship,1982,no genre,career,500000.0,
3165,2318,Wallace Fowlie,Wallace,Fowlie,Q7962801,Wallace Fowlie,109911062,n80045843,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Harold D. Vursell Memorial Award,1979,prose,career,20000.0,
3166,2319,Wallace Shawn,Wallace,Shawn,Q311068,Wallace Shawn,98619647,n80105809,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1997,no genre,career,10000.0,
3167,2321,Wallace Stevens,Wallace,Stevens,Q166835,Wallace Stevens,61562486,n79086767,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1954,poetry,career,10000.0,
3168,2321,Wallace Stevens,Wallace,Stevens,Q166835,Wallace Stevens,61562486,n79086767,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1953,poetry,career,10000.0,
3169,2321,Wallace Stevens,Wallace,Stevens,Q166835,Wallace Stevens,61562486,n79086767,male,Harvard University,graduate,,,,winner,Yale University,Bollingen Prize for Poetry,1949,poetry,career,10000.0,
3170,2324,Walter J. Bate,Walter J.,Bate,Q7965245,Walter Jackson Bate,76378854,n79039769,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1977,no genre,career,10000.0,
3171,2352,Willard Spiegelman,Willard,Spiegelman,,,,,male,Harvard University,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,2003,poetry,career,10000.0,
3172,2352,Willard Spiegelman,Willard,Spiegelman,,,,,male,Harvard University,graduate,,,,judge,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2000,poetry,career,10000.0,
3173,2354,William Alfred,William,Alfred,Q8004294,William Alfred,53072398,n83208234,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1966,no genre,career,10000.0,
3174,2355,William Allen Nielson,William Allen,Nielson,,,,,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1947,poetry,career,25000.0,
3175,2355,William Allen Nielson,William Allen,Nielson,,,,,male,Harvard University,graduate,,,,judge,Academy of American Poets,Academy of American Poets Fellowship,1946,poetry,career,25000.0,
3176,2372,William Maxwell,William,Maxwell,Q1541271,"William Keepers Maxwell, Jr.",114674264,n79065705,male,Harvard University,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1958,no genre,career,10000.0,
3177,1762,Page Smith,Page,Smith,Q7124266,Page Smith,109033487,n79056180,male,"Dartmouth College, Harvard University",graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1978,no genre,career,10000.0,
3178,2051,Samuel French Morse,Samuel French,Morse,Q7411427,Samuel French Morse,74675825,n82047334,male,"Dartmouth College, Harvard University",graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1959,poetry,career,10000.0,
3179,2051,Samuel French Morse,Samuel French,Morse,Q7411427,Samuel French Morse,74675825,n82047334,male,"Dartmouth College, Harvard University",graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1958,poetry,career,10000.0,
3180,837,Gregory Rabassa,Gregory,Rabassa,,,,,male,"Dartmouth College, Columbia University",graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1989,no genre,career,10000.0,
3181,1836,Philip Booth,Philip,Booth,Q7183246,Philip Booth,91266393,n80057320,male,"Dartmouth College, Columbia University",graduate,,,,winner,Academy of American Poets,Academy of American Poets Fellowship,1983,poetry,career,25000.0,
3182,1836,Philip Booth,Philip,Booth,Q7183246,Philip Booth,91266393,n80057320,male,"Dartmouth College, Columbia University",graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1967,no genre,career,10000.0,
3183,1979,Robert Pack,Robert,Pack,Q7348251,Robert Pack,208903280,n79139669,male,"Dartmouth College, Columbia University",graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1957,no genre,career,10000.0,
3184,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,Academy of American Poets,Academy of American Poets Fellowship,1969,poetry,career,25000.0,
3185,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,American Academy of Arts and Letters,Arts and Letters Awards,1955,no genre,career,10000.0,
3186,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,Yale University,Bollingen Prize for Poetry,1962,poetry,career,10000.0,
3187,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1962,poetry,career,10000.0,
3188,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1959,poetry,career,10000.0,
3189,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1952,poetry,career,10000.0,
3190,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1951,poetry,career,10000.0,
3191,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,Library of Congress,Poet Laureate,1961,poetry,career,35000.0,
3192,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,Library of Congress,Poet Laureate,1960,poetry,career,35000.0,
3193,1899,Richard Eberhart,Richard,Eberhart,Q975736,Richard Eberhart,97788157,n81027817,male,Dartmouth College,graduate,,,,winner,Library of Congress,Poet Laureate,1959,poetry,career,35000.0,
3194,857,Harold Bloom,Harold,Bloom,Q345612,Harold Bloom,191378696,n79003258,male,"Cornell University, Yale University",graduate,,,,judge,Yale University,Bollingen Prize for Poetry,1993,poetry,career,10000.0,
3195,2014,Ronald Sukenick,Ronald,Sukenick,Q776999,Ronald Sukenick,92679507,n79151220,male,Cornell University,graduate,,,,winner,American Academy of Arts and Letters,Morton Dauwen Zabel Award,2002,prose,career,10000.0,
