record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
čapek_absolute_1922,Q373479,The Absolute at Large,Karel Čapek,1922,1943,21,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Absolute_at_Large,,,,"A reactor is invented that can annihilate matter to produce cheap and abundant energy. Unfortunately, it produces something else as a by-product, the Absolute. This leads to an outburst of religious and nationalist fervor, causing the greatest, most global war in history. Some of the more prominent political changes the war causes include expulsion of the Russian army to Africa (via Europe) by the Chinese invasion, the conquest of East Asia by Japan that cuts the Chinese conquests in Russia and Europe down to the limits of the former Austro-Hungarian empire, and the Japanese conquest of North America. The latter happened because the United States were exhausted by a bloody civil war between the supporters and opponents of the Prohibition.",wikipast
protazanov_aelita_1924,Q380803,Aelita,Yakov Protazanov,1924,1974,50,,film,science fiction film,https://en.wikipedia.org/wiki/Aelita,,,,,wikifilm
blystone_last_1924,Q7745875,The Last Man on Earth,John G. Blystone,1924,1950,26,,film,science fiction film,https://en.wikipedia.org/wiki/The_Last_Man_on_Earth_(1924_film),,,,"A plague of ""masculitis"" leaves just one fertile man left alive in a world of women.",wikifilm; wikipast
landsberger_berlin_1925,Q15787832,Berlin Without Jews,Artur Landsberger,1925,1930,5,,fiction,utopian and dystopian fiction,https://en.wikipedia.org/wiki/Berlin_Without_Jews,,,,"A dystopian novel prophesying in uncanny detail Hitler's rise to power and the subsequent implementation of anti-Jewish laws, rendering the German capital emptied of its Jews.",wikipast
bulgakov_fatal_1925,Q2524790,The Fatal Eggs,Mikhail Bulgakov,1925,1928,3,,fiction,short novel,https://en.wikipedia.org/wiki/The_Fatal_Eggs,,,,,wikidata
harbou_metropolis_1925,Q3307458,Metropolis,Thea von Harbou,1925,2026,101,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Metropolis_(novel),,,,,wikidata
gann_tunnel_1927,Q55648711,"The Tunnel Thru the Air; Or, Looking Back from 1940",William Delbert Gann,1927,1932,5,,fiction,novel,"https://en.wikipedia.org/wiki/The_Tunnel_Thru_the_Air;_Or,_Looking_Back_from_1940",,,,"From 1930 to 1932, the United States fights a major war against Japan. The war began when Japan attacked the East Coast in April 1930. Many American cities were attacked and destroyed but the US emerged victorious on July 4, 1932.",wikipast
lang_metropolis_1927,Q151599,Metropolis,Fritz Lang,1927,2026,99,,film,science fiction film,https://en.wikipedia.org/wiki/Metropolis_(1927_film),,,,,wikidata; wikifilm
nowlan_buck_1928,Q969746,Buck Rogers,Philip Francis Nowlan,1928,2419,491,,comics,science fiction,https://en.wikipedia.org/wiki/Buck_Rogers,https://tvtropes.org/pmwiki/pmwiki.php/ComicStrip/BuckRogers,,,,wikicategory
elvey_high_1929,Q3393458,High Treason,Maurice Elvey,1929,1950,21,,film,science fiction film,https://en.wikipedia.org/wiki/High_Treason_(1929_British_film),,"""The film is a science fiction drama set in a futuristic 1940 (though this was originally set in 1950 for the silent version).""",,"Concerns the threat of a Second World War between the ""United States of Europe"" and the ""Empire of the Atlantic States"".",wikipast; wikitext
stapledon_last_1930,Q2707204,Last and First Men,Olaf Stapledon,1930,10115000,10113070,"2200, 2600, 100000, 115000, 10115000, 50000000, 400000000, 1000000000, 2000000000",fiction,future history,https://en.wikipedia.org/wiki/Last_and_First_Men,https://timeline-of-the-future.fandom.com/wiki/Last_and_First_Men,Year set is median of the periods portrayed in the work.,,The Anglo-French War occurs within a century of World War I.,wikicategory; wikipast
witkiewicz_insatiability_1930,Q6037124,Insatiability,Stanisław Ignacy Witkiewicz,1930,2000,70,,fiction,novel,https://en.wikipedia.org/wiki/Insatiability,,,,"In 2000, Poland is overrun by the army of the final Mongol conquest. The nation becomes enslaved to the Chinese leader Murti Bing.",wikipast
butler_just_1930,Q1523560,Just Imagine,David Butler,1930,1980,50,,film,science fiction comedy,https://en.wikipedia.org/wiki/Just_Imagine,,,,"In 1980, personal airplanes are common in New York City, people have numbers instead of names, the US government will only permit people to marry if they are compatible and babies are readily procurable from vending machines. A manned mission to Mars is also depicted.",wikifilm; wikipast
wells_the_1932,Q7759037,"""The Queer Story of Brownlow's Newspaper""",H. G. Wells,1932,1971,39,,fiction,short story,https://en.wikipedia.org/wiki/The_Queer_Story_of_Brownlow's_Newspaper,,,,"A newspaper dated 10 November 1971 features references to lower birth rates, an emphasis on psychological motivation in fiction, geothermal energy, the extinction of gorillas and a world government. By 1971, there is also a simplified spelling of English – the name of the newspaper is the Even Standrd [sic] as opposed to the Evening Standard – and a 13-month reformed calendar.",wikipast
huxley_brave_1932,Q191949,Brave New World,Aldous Huxley,1932,2540,608,,fiction,parody,https://en.wikipedia.org/wiki/Brave_New_World,"Aldiss, Billion Year Spree, p. 190.",Set “in AF (After Ford) 632 (AD 2540 in the Gregorian calendar” according to Wikipedia page.,,,wikicategory; wikidata
gibbons_cold_1932,Q5142221,Cold Comfort Farm,Stella Gibbons,1932,1947,15,,fiction,satire,https://en.wikipedia.org/wiki/Cold_Comfort_Farm,,"“Although the book was published in 1932, the setting is an unspecified near future, shortly after the ""Anglo-Nicaraguan wars of 1946"". It refers to future social and demographic changes, such as the changing neighbourhoods of London.” See also https://prospectiveculture.wordpress.com/2021/01/30/stella-gibbons-cold-comfort-farm-as-sf-text/",,,wikitext
baring_back_1932,none,Back to G.B.S.; or A Midsummer Nightmare,Edith M. Barling,1932,2156,224,,fiction,,https://en.wikipedia.org/wiki/Shakes_versus_Shav,,Cited in the Wikipedia page for George Bernard Shaw’s Shakes versus Shav. https://en.wikipedia.org/wiki/Shakes_versus_Shav,,,wikitext
wells_shape_1933,Q627383,The Shape of Things to Come,H. G. Wells,1933,2020,87,1933-2106,fiction,novel,https://en.wikipedia.org/wiki/The_Shape_of_Things_to_Come,,Median of the range of years depicted in the work,,"Contains several books covering future periods including an extensive Second World War, a dictatorship and other dystopian ideas.",wikipast
selwyn_men_1933,Q6816217,Men Must Fight,Edgar Selwyn,1933,1940,7,,film,science fiction film,https://en.wikipedia.org/wiki/Men_Must_Fight,,,,"Predicts a Second World War between the United States and ""Eurasia"".",wikifilm; wikipast
price_through_1934,Q7798461,Through the Gates of the Silver Key,E. Hoffmann Price,1934,2169,235,,fiction,science fiction,https://en.wikipedia.org/wiki/Through_the_Gates_of_the_Silver_Key,https://www.hplovecraft.com/writings/texts/fiction/tgsk.aspx,,,,wikicategory
lewis_it_1935,Q2943868,It Can't Happen Here,Sinclair Lewis,1935,1936,1,,fiction,novel,https://en.wikipedia.org/wiki/It_Can't_Happen_Here,,,,Depicts Franklin Roosevelt's loss of the 1936 United States presidential election to a fascist populist.,wikipast
wyndham_secret_1935,Q7444071,The Secret People,John Wyndham,1935,1964,29,,fiction,novel,https://en.wikipedia.org/wiki/The_Secret_People,,,,"Queen Elizabeth II is named as the reigning monarch of the United Kingdom; however, when the novel was published in 1935, she was only third in the line of succession.",wikipast
weinbaum_mad_1935,Q7749326,The Mad Moon,Stanley G. Weinbaum,1935,2112,177,,fiction,,https://en.wikipedia.org/wiki/The_Mad_Moon,http://gutenberg.net.au/ebooks06/0604211h.html,,,,wikicategory
weinbaum_planet_1935,Q7757378,The Planet of Doubt,Stanley G. Weinbaum,1935,3000,1065,,fiction,,https://en.wikipedia.org/wiki/The_Planet_of_Doubt,https://gutenberg.net.au/ebooks14/1401921h.html,,,,wikicategory
elvey_tunnel_1935,Q7833578,The Tunnel,Maurice Elvey,1935,1940,5,After 1940,film,science fiction film,https://en.wikipedia.org/wiki/The_Tunnel_(1935_film),,,,The film concerns the building of a transatlantic tunnel. The Channel Tunnel was noted to have been built in 1940.,wikipast; wikifilm
zhuravlyov_cosmic_1936,Q3228251,Cosmic Voyage,Vasily Zhuravlyov,1936,1946,10,,film,science fiction film,https://en.wikipedia.org/wiki/Cosmic_Voyage_(1936_film),,,,"In 1946, the Soviet space program succeeds in launching the first manned mission to the Moon.",wikipast
menzies_things_1936,Q241141,Things to Come,William Cameron Menzies,1936,1967,31,"1940, 1966-1967, 1970, 2036",film,science fiction film,https://en.wikipedia.org/wiki/Things_to_Come,,Median of the years depicted in the work.,,Film adaptation of The Shape of Things to Come. A global war breaks out on Christmas Day 1940. The war continues into the 1960s.,wikipast; wikicategory; wikifilm
wyndham_stowaway_1936,Q7620681,Stowaway to Mars,John Wyndham,1936,1981,45,1981-1982,fiction,science fiction,https://en.wikipedia.org/wiki/Stowaway_to_Mars,,,,,wikicategory
stapledon_star_1937,Q3006092,Star Maker,Olaf Stapledon,1937,NaN,,7th millennium or beyond,fiction,science fiction,https://en.wikipedia.org/wiki/Star_Maker,,"Year not specified. Listed in the Wikipedia category for ""fiction set in the 7th millennium or beyond.""",,,wikicategory
camp_hyperpilosity_1938,Q16386177,Hyperpilosity,L. Sprague de Camp,1938,1971,33,,fiction,short story,https://en.wikipedia.org/wiki/Hyperpilosity,,,,"In the Great Change of 1971, a virus infects humanity that causes everyone to grow fur all over their bodies.",wikipast
weinbaum_tidal_1938,Q7800772,Tidal Moon,Stanley G. Weinbaum,1938,2083,145,,fiction,,https://en.wikipedia.org/wiki/Tidal_Moon,,,,,wikicategory
heinlein_for_1938,Q2678988,"For Us, the Living",Robert A. Heinlein,1938,2086,148,,fiction,science fiction,"https://en.wikipedia.org/wiki/For_Us,_the_Living",,Written in 1938; published posthumously,,Published in 2003. The novel correctly predicted that Adolf Hitler would commit suicide after his plans of conquest were defeated.,wikicategory; wikipast
clarke_how_1938,Q5918231,How We Went to Mars,Arthur C. Clarke,1938,1952,14,,fiction,,https://en.wikipedia.org/wiki/How_We_Went_to_Mars,,,,,wikicategory
cromwell_made_1938,Q1305557,Made for Each Other,John Cromwell,1938,1939,1,,film,romantic comedy,https://en.wikipedia.org/wiki/Made_for_Each_Other_(1939_film),,,,,wikicategory
asimov_robbie_1939,Q372968,"""Robbie"" from I, Robot",Isaac Asimov,1939,1982,43,"1982, 1996",fiction,science fiction short story,https://en.wikipedia.org/wiki/Robbie_(short_story),,Originally set in 1982. A revised 1950 version of the story is set in 1998.,,"By 1982 (1996 in later reprints), household robots are common. The revised version of the story states the birth year of Susan Calvin as 1982.",wikipast
geddes_futurama_1939,Q5510594,Futurama,Norman Bel Geddes,1939,1959,20,,ride,exhibit,https://en.wikipedia.org/wiki/Futurama_(New_York_World's_Fair),,,Q73622,Predicted an automated highway system.,wikipast
asimov_trends_1939,Q7838296,"""Trends""",Isaac Asimov,1939,1977,38,"1973, 1976, 1978, 2008",fiction,science fiction,https://en.wikipedia.org/wiki/Trends_(short_story),,Year set is median of the periods portrayed in the work.,,"After a failed attempt in 1973, the first free-return trajectory is made around the Moon in 1978.",wikipast
beebe_buck_1939,Q3646290,Buck Rogers,Ford Beebe,1939,2440,501,,film,science fiction film,https://en.wikipedia.org/wiki/Buck_Rogers_(serial),,,,,wikicategory; wikifilm
hamilton_captain_1940,Q559324,Captain Future,Edmond Hamilton,1940,1990,50,,comics,science fiction,https://en.wikipedia.org/wiki/Captain_Future,,,,"Initially set in 1990, but left vague in later issues. Set in a space opera future in which the Solar System has been colonised, sentient androids exist, and brains can be kept alive in tanks. Correctly predicted that Pluto would have moons named Charon, Styx and Cerberus.",wikipast
heinlein_the_1940,Q7761164,"""The Roads Must Roll""",Robert A. Heinlein,1940,1975,35,1945-1975,fiction,short story,https://en.wikipedia.org/wiki/The_Roads_Must_Roll,"Date set is according to a timeline printed on the endpaper of the first edition of The Green Hills of Earth (Shasta Publishers, 1951). https://www.abebooks.co.uk/first-edition/Green-Hills-Earth-Robert-Heinlein-Shasta/30791630628/bd",Majority of story is set around year 1975,,"In 1950, the first mechanized road was built between Cincinnati and Cleveland.",wikipast
asimov_super-neutron_1941,Q3504045,Super-Neutron,Isaac Asimov,1941,2144,203,,fiction,science fiction,https://en.wikipedia.org/wiki/Super-Neutron,,,,,wikicategory
heinlein_methuselah's_1941,Q2666627,Methuselah's Children,Robert A. Heinlein,1941,2125,184,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Methuselah%27s_Children,"Date set is according to a timeline printed on the endpaper of the first edition of The Green Hills of Earth (Shasta Publishers, 1951). https://www.abebooks.co.uk/first-edition/Green-Hills-Earth-Robert-Heinlein-Shasta/30791630628/bd",,,,wikicategory
heinlein_solution_1941,Q3489661,Solution Unsatisfactory,Robert A. Heinlein,1941,1945,4,"1944, 1945, 1951",fiction,short story,https://en.wikipedia.org/wiki/Solution_Unsatisfactory,,Median of the years depicted in the work.,,,wikicategory
asimov_runaround_1942,Q1074155,Runaround,Isaac Asimov,1942,2015,73,2005-2015,fiction,science fiction short story,https://en.wikipedia.org/wiki/Runaround_(story),,Majority of story set in year 2015,,"By 2005, humanity has established mining stations on Mercury.",wikipast
morton_i_1942,Q16985438,"""I, James Blunt""",Henry Vollam Morton,1942,1945,3,,fiction,short story,"https://en.wikipedia.org/wiki/I,_James_Blunt",,,,The United Kingdom is occupied by Nazi Germany in 1944 and 1945. St Paul's Cathedral is razed to make room for a Nazi Party headquarters and guerrilla warfare and any potential dissidence is suppressed through heavy policing.,wikipast
young_mummy's_1942,Q2549036,The Mummy's Tomb,Harold Young,1942,1970,28,,film,horror film,https://en.wikipedia.org/wiki/The_Mummy's_Tomb,,,Q3823300,,wikifilm
barjavel_ravage_1943,Q579123,Ravage,René Barjavel,1943,2052,109,,fiction,science fiction,"https://en.wikipedia.org/wiki/Ashes,_Ashes",,,,,wikicategory
hesse_glass_1943,Q836841,The Glass Bead Game,Hermann Hesse,1943,2400,457,,fiction,philosophical novel,https://en.wikipedia.org/wiki/The_Glass_Bead_Game,,,,,wikicategory
russell_sinister_1943,Q7524429,Sinister Barrier,Eric Frank Russell,1943,2015,72,,fiction,science fiction,https://en.wikipedia.org/wiki/Sinister_Barrier,,,,,wikicategory
goodwins_mummy's_1944,Q2549022,The Mummy's Curse,Leslie Goodwins,1944,1995,51,,film,horror film,https://en.wikipedia.org/wiki/The_Mummy's_Curse,,,Q3823300,,wikifilm
borg_mummy's_1944,Q2549045,The Mummy's Ghost,Reginald Le Borg,1944,1970,26,,film,horror film,https://en.wikipedia.org/wiki/The_Mummy's_Ghost,,,Q3823300,,wikifilm
warner_old_1944,Q3522074,The Old Grey Hare (from Looney Tunes),Warner Bros.,1944,2000,56,,film,cartoon short,https://en.wikipedia.org/wiki/The_Old_Grey_Hare,,,Q1750628,"The Voice of God (Mel Blanc) transports Elmer Fudd through time to the (then) far-off future year of 2000, where both he and Bugs Bunny have advanced in age. The short also flashes back to Bugs and Elmer's babyhood.",wikipast
keppel-jones_when_1947,Q17054951,When Smuts Goes,Arthur M. Keppel-Jones,1947,1952,5,,fiction,novel,https://en.wikipedia.org/wiki/When_Smuts_Goes,,,,"In 1952, the National Party comes to power in South Africa and institutes a fascist dictatorship. Correctly predicted the rise of apartheid in South Africa and its subsequent end.",wikipast
clarke_against_1948,Q4691073,Against the Fall of Night,Arthur C. Clarke,1948,2500000000,2499998052,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Against_the_Fall_of_Night,,,,,wikicategory
bradbury_mars_1948,Q6773182,"""Mars Is Heaven!""",Ray Bradbury,1948,1960,12,,fiction,short story,https://en.wikipedia.org/wiki/Mars_Is_Heaven!,,,,"In 1960, the first exploratory spaceship from Earth arrives on Mars. In the Dimension X radio adaptation in 1950, the first Earth ship XR-53 lands on Mars on April 20, 1987.",wikipast
heinlein_space_1948,Q81783,Space Cadet,Robert A. Heinlein,1948,2075,127,,fiction,science fiction,https://en.wikipedia.org/wiki/Space_Cadet,,,,,wikicategory
stemmle_berliner_1948,Q821420,The Berliner,Robert A. Stemmle,1948,2048,100,,film,satirical film or television program,https://en.wikipedia.org/wiki/The_Berliner_(film),,,,,wikicategory
merril_that_1948,Q7711256,That Only a Mother,Judith Merril,1948,1953,5,,fiction,,https://en.wikipedia.org/wiki/That_Only_a_Mother,,,,,wikicategory
bechdolt_torch_1948,Q7769616,The Torch,Jack Bechdolt,1948,3010,1062,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Torch_(novel),,,,,wikitext
huxley_ape_1948,Q4329107,Ape and Essence,Aldous Huxley,1948,2107,159,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Ape_and_Essence,,,,,wikicategory
stewart_earth_1949,Q3213115,Earth Abides,George R. Stewart,1949,1971,22,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Earth_Abides,,,,"The book opens in the then contemporary period, in which a measles-like disease has wiped out most of the Earth's population. The second section, ""The Year 22"", takes place 22 years later in which a primitive community is being forged in Berkeley, California. The final section is set in an indeterminate future date, in which the protagonist of the novel, a college student at the beginning, is elderly.",wikipast
heinlein_long_1949,Q4164434,The Long Watch,Robert A. Heinlein,1949,1999,50,,fiction,short story,https://en.wikipedia.org/wiki/The_Long_Watch,,,,"In 1999, an international organization known as the Space Patrol has custody of all Earth's remaining nuclear weapons. By this time, there is a moonbase.",wikipast
priestley_summer_1949,Q56279172,Summer Day's Dream,J. B. Priestley,1949,1975,26,,drama,play,https://en.wikipedia.org/wiki/Summer_Day's_Dream,,,,"Depicts a world in which a nuclear war has reduced the United Kingdom to a pre-industrial, pre-capitalist state and greatly reduced its population; the United States, Soviet Union and India are the world's great powers.",wikipast
