,nea_person_id,full_name_lastfirst,full_name_firstlast,given_name_middle,family_name,nea_grant_year,other_nea_grant,country,us_state,hometown,birth_year,gender,race_ethnicity,ba,ba2,ma,ma2,phd,mfa,mfa2,post45_hathi_entry
1723,2320,"Rind, Sherry",Sherry Rind,Sherry,Rind,1986,,USA,WA,Redmond,1952,female,uniden / jewish,,,University of Washington,,,,,
1724,2323,"Rivard, David",David Rivard,David,Rivard,1986,1991,USA,MA,Somerville,1953,male,uniden,University of Massachusetts Amherst,,,,,University of Arizona,,
1725,2360,"Roper, Robert",Robert Roper,Robert,Roper,1986,,USA,CA,Berkeley,1946,male,uniden,Swarthmore College,,University of California Berkeley,,,Stanford University,,Yes
1726,2365,"Rose, Joel",Joel Rose,Joel,Rose,1986,,USA,NY,New York,1948,male,uniden,Hobart and William Smith Colleges,,,,,Columbia University,,Yes
1727,2383,"Ruark, Gibbons",Gibbons Ruark,Gibbons,Ruark,1986,"1979, 1993",USA,DE,Newark,1941,male,uniden / irisham,University of North Carolina Chapel Hill,,University of Massachusetts Amherst,,,,,
1728,2394,"Rush, Norman",Norman Rush,Norman,Rush,1986,,USA,NY,New York,1933,male,uniden,Swarthmore College,,,,,,,Yes
1729,2398,"Russell, Thomas",Thomas Russell,Thomas,Russell,1986,,USA,TN,Memphis,,male,uniden,,,,,,,,Yes
1730,2408,"Salaam, Nubia Kai",Nubia Kai Salaam,Nubia Kai,Salaam,1986,1992,USA,DC,Washington,,female,afam,Wayne State University,,University of Wisconsin Madison,,Howard University,,,
1731,2432,"Sapia, Yvonne",Yvonne Sapia,Yvonne,Sapia,1986,,USA,FL,Lake City,1946,female,uniden,Florida Atlantic University,,University of Florida,,Florida State University,,,Yes
1732,2445,"Scalapino, Leslie",Leslie Scalapino,Leslie,Scalapino,1986,1976,USA,CA,Oakland,1944,female,uniden,Reed College,,University of California Berkeley,,,,,Yes
1733,2450,"Schnackenberg, Gjertrud",Gjertrud Schnackenberg,Gjertrud,Schnackenberg,1986,,USA,WA,Tacoma,1953,female,uniden,Mount Holyoke College,,,,,,,
1734,2451,"Schneider, Philip",Philip Schneider,Philip,Schneider,1986,,USA,KS,Wichita,1941,male,uniden,,,,,,University of Iowa,,
1735,2540,"Shivers, Louise",Louise Shivers,Louise,Shivers,1986,,USA,GA,Augusta,1929,female,uniden,,,,,,,,Yes
1736,2557,"Silber, Joan",Joan Silber,Joan,Silber,1986,,USA,NY,New York,1945,female,uniden,Sarah Lawrence College,,New York University,,,,,Yes
1737,2572,"Simpson, Mona",Mona Simpson,Mona,Simpson,1986,,USA,NY,New York,1957,female,uniden,University of California Berkeley,,,,,Columbia University,,Yes
1738,2674,"Stap, Donald",Donald Stap,Donald,Stap,1986,,USA,FL,Casselberry,1949,male,uniden,Western Michigan University,,,,University of Utah,,,
1739,2677,"Stark, Sharon",Sharon Stark,Sharon,Stark,1986,,USA,PA,Lenhartsville,,female,uniden,,,,,,,,
1740,2708,"Strand, Mark",Mark Strand,Mark,Strand,1986,"1968, 1978",USA,UT,Salt Lake City,1934,male,uniden,Antioch University,Yale University,,,,University of Iowa,,Yes
1741,2714,"Strong, Jonathan",Jonathan Strong,Jonathan,Strong,1986,,USA,MA,Somerville,1944,male,uniden,Harvard University,,,,,,,Yes
1742,2752,"Taggart, John",John Taggart,John,Taggart,1986,1976,USA,PA,Shippensburg,1942,male,uniden,Earlham College,,University of Chicago,,Syracuse University,,,
1743,2762,"Taylor, Henry",Henry Taylor,Henry,Taylor,1986,1977,USA,NE,Lincoln,1942,male,uniden,University of Virginia,,Hollins University,,,,,Yes
1744,2767,"Taylor, Richard",Richard Taylor,Richard,Taylor,1986,1976,USA,KY,Frankfort,1941,male,uniden,University of Kentucky,,University of Louisville,,University of Kentucky,,,Yes
1745,2803,"Thrapp, Daniel",Daniel Thrapp,Daniel,Thrapp,1986,,USA,AZ,Tucson,1913,male,uniden,University of Wisconsin Madison,,,,,,,
1746,2863,"Vaughn, Stephanie",Stephanie Vaughn,Stephanie,Vaughn,1986,1980,USA,NY,Ithaca,,female,uniden,Ohio State University,,Ohio State University,,,University of Iowa,Stanford University,Yes
1747,2876,"Violi, Paul",Paul Violi,Paul,Violi,1986,1979,USA,NY,Putham,1944,male,uniden,Boston University,,,,,,,Yes
1748,2950,"Weiner, Hannah",Hannah Weiner,Hannah,Weiner,1986,,USA,RI,Providence,1928,female,uniden,Radcliffe College,,,,,,,
1749,2985,"Wieners, John",John Wieners,John,Wieners,1986,1969,USA,MA,Boston,1934,male,uniden,Boston College,,,,,,,
1750,3050,"Worsley, C. D.",C. D. Worsley,C. D.,Worsley,1986,,USA,NY,New York,,male,uniden,,,,,,,,
1751,25,"Agee, Joel",Joel Agee,Joel,Agee,1987,,USA,NY,Brooklyn,1940,male,uniden / jewish,,,,,,,,
1752,52,"Alvarez, Julia",Julia Alvarez,Julia,Alvarez,1987,,USA,IL,Urbana,1950,female,latinx,Middlebury College,,,,,Syracuse University,,Yes
1753,58,"Anderson, Calvin",Calvin Anderson,Calvin,Anderson,1987,1976,USA,TX,El Paso,,male,uniden,,,,,,,,
1754,103,"Baca, Jimmy Santiago",Jimmy Santiago Baca,Jimmy Santiago,Baca,1987,,USA,NM,Albuquerque,1952,male,latinx,University of New Mexico,,,,,,,Yes
1755,209,"Berlin, Lucia",Lucia Berlin,Lucia,Berlin,1987,,USA,CA,Oakland,1936,female,white,University of New Mexico,,University of New Mexico,,,,,Yes
1756,252,"Blossom, Laurel",Laurel Blossom,Laurel,Blossom,1987,,USA,NY,New York,1943,female,white,Radcliffe College,,,,,,,Yes
1757,274,"Borson, Ruth",Ruth Borson,Ruth,Borson,1987,,USA,NM,Los Alamos,1952,female,uniden,Goddard College,,,,,University of British Columbia,,
1758,278,"Boswell, Robert",Robert Boswell,Robert,Boswell,1987,1993,USA,NM,Las Cruces,1953,male,uniden,University of Arizona,,University of Arizona,,,University of Arizona,,Yes
1759,330,"Broner, Esther",Esther Broner,Esther,Broner,1987,1979,USA,MI,Detroit,1927,female,uniden / jewish,Wayne State University,,,,Union Institute and University,Wayne State University,,
1760,364,"Bryan, Sharon",Sharon Bryan,Sharon,Bryan,1987,1996,USA,UT,Salt Lake City,1943,female,uniden,University of Utah,,Cornell University,,,University of Iowa,,
1761,391,"Bursk, Christopher",Christopher Bursk,Christopher,Bursk,1987,,USA,PA,Langhorne Manor,1943,male,uniden,Tufts University,,Boston University,,Boston University,,,
1762,413,"Cameron, Peter",Peter Cameron,Peter,Cameron,1987,,USA,NY,New York,1959,male,uniden,Hamilton College,,,,,,,Yes
1763,425,"Cantwell, Robert",Robert Cantwell,Robert,Cantwell,1987,,USA,OH,Gambier,1945,male,uniden,Grinnell College,,University of Chicago,,,University of Iowa,,Yes
1764,441,"Carter, Michelle",Michelle Carter,Michelle,Carter,1987,,USA,CA,East Palo Alto,,female,uniden,Stanford University,,,,,Stanford University,,Yes
1765,498,"Christopher, Nicholas",Nicholas Christopher,Nicholas,Christopher,1987,,USA,NY,New York,1951,male,uniden,Harvard University,,,,,,,Yes
1766,508,"Clark, Naomi",Naomi Clark,Naomi,Clark,1987,,USA,CA,Los Gatos,,female,uniden,San Jose State University,,San Jose State University,,University of California Santa Cruz,,,
1767,554,"Connolly, Geraldine",Geraldine Connolly,Geraldine,Connolly,1987,1995,USA,MD,Bethesda,1947,female,uniden,University of Pittsburgh,,University of Maryland,,,,,
1768,588,"Couto, Nancy",Nancy Couto,Nancy,Couto,1987,1999,USA,NY,Ithaca,1942,female,uniden / lusoam,Bridgewater State College,,,,,Cornell University,,
1769,619,"Currey, Richard",Richard Currey,Richard,Currey,1987,1981,USA,NM,Las Lunas,1949,male,white,Howard University,West Virginia University,,,,,,Yes
1770,713,"Digges, Deborah",Deborah Digges,Deborah,Digges,1987,,USA,MD,Chevy Chase,1950,female,uniden,University of California Riverside,,University of Missouri,,,University of Iowa,,
1771,740,"Doty, Mark",Mark Doty,Mark,Doty,1987,1995,USA,MA,Provincetown,1953,male,uniden,Drake University,,,,,Goddard College,,
1772,775,"Dwyer, David",David Dwyer,David,Dwyer,1987,,USA,SD,Lemmon,1946,male,uniden,,,,,,,,
1773,779,"Eakins, Patricia A.",Patricia A. Eakins,Patricia A.,Eakins,1987,1981,USA,NY,New York,1942,female,white,Wellesley College,,,,,Goddard College,,
1774,803,"Engberg, Susan",Susan Engberg,Susan,Engberg,1987,,USA,WI,Milwaukee,1940,female,uniden / germanam,Lawrence University,,,,,,,Yes
1775,816,"Erickson, Steve",Steve Erickson,Steve,Erickson,1987,,USA,CA,Los Angeles,1950,male,uniden,University of California Los Angeles,,University of California Los Angeles,,,,,Yes
1776,853,"Feldman, Irving",Irving Feldman,Irving,Feldman,1987,,USA,NY,Buffalo,1928,male,uniden,City College of New York,,Columbia University,,,,,
1777,861,"Ferrell, Robert",Robert Ferrell,Robert,Ferrell,1987,,USA,NY,New York,,male,uniden,,,,,,,,
1778,892,"Flythe, Starkey Jr.",Starkey Flythe Jr.,Starkey Jr.,Flythe,1987,,USA,GA,Augusta,1935,male,uniden,Sewanee The University Of The South,,University of Georgia,,,,,
1779,904,"Foss, Phillip",Phillip Foss,Phillip,Foss,1987,2001,USA,NM,San Juan Pueblo,,male,uniden,,,,,,,,
1780,923,"Freed, Lynn",Lynn Freed,Lynn,Freed,1987,,USA,CA,San Francisco,1945,female,white,University of the Witwatersrand,,Columbia University,,Columbia University,,,Yes
1781,932,"Frucht, Abby",Abby Frucht,Abby,Frucht,1987,1996,USA,WI,Oshkosh,1957,female,uniden,Washington University in St Louis,,,,,,,Yes
1782,963,"Garitano, Rita",Rita Garitano,Rita,Garitano,1987,,USA,AZ,Tuscon,1939,female,white,University of Kansas,,,,University of Arizona,University of Arizona,,
1783,1000,"Ginsberg, Allen",Allen Ginsberg,Allen,Ginsberg,1987,1979,USA,NY,New York,1926,male,uniden,Columbia University,,,,,,,
1784,1109,"Haas, Barbara",Barbara Haas,Barbara,Haas,1987,,USA,IA,Ames,,female,uniden,University of Southern Indiana,,,,,University of California Irvine,,
1785,1120,"Hales, Corrinne",Corrinne Hales,Corrinne,Hales,1987,1993,USA,CA,Fresno,1962,female,uniden,University of Utah,,University of Utah,,State University of New York Binghamton,,,
1786,1130,"Halpern, Daniel",Daniel Halpern,Daniel,Halpern,1987,"1973, 1974",USA,NY,New York,1945,male,uniden,Columbia University,,,,,,,
1787,1135,"Hammer, Charles",Charles Hammer,Charles,Hammer,1987,,USA,KS,Shawnee,1934,male,uniden,University of Tulsa,,,,,,,
1788,1141,"Hansen, Ron",Ron Hansen,Ron,Hansen,1987,1980,USA,NY,Ithaca,1947,male,uniden,Creighton University,,Santa Clara University,,,University of Iowa,Stanford University,Yes
1789,1187,"Haxton, Brooks",Brooks Haxton,Brooks,Haxton,1987,,USA,NY,Mount Vernon,1950,male,uniden,Beloit College,,,,,Syracuse University,,
1790,1200,"Heffernan, Michael",Michael Heffernan,Michael,Heffernan,1987,"1978, 1993",USA,AR,Fayetteville,1942,male,uniden,University of Detroit Mercy,,,,University of Massachusetts Amherst,,,
1791,1204,"Heinemann, Larry",Larry Heinemann,Larry,Heinemann,1987,1981,USA,IL,Chicago,1944,male,uniden,Columbia University,,,,,,,Yes
1792,1249,"Hoagland, Tony",Tony Hoagland,Tony,Hoagland,1987,1994,USA,ME,Waterville,1953,male,uniden,University of Iowa,,,,,University of Arizona,,
1793,1268,"Holm, William",William Holm,William,Holm,1987,,USA,MN,Minneota,1943,male,uniden,Gustavus Adolphus College,,University of Kansas,,,,,
1794,1288,"Howard, Richard",Richard Howard,Richard,Howard,1987,,USA,NY,New York,1929,male,uniden,Columbia University,,Columbia University,,,,,
1795,1297,"Huddle, David",David Huddle,David,Huddle,1987,1978,USA,VT,Burlington,1942,male,white,University of Virginia,,Hollins University,,,Columbia University,,Yes
1796,1304,"Hummer, Terry",Terry Hummer,Terry,Hummer,1987,,USA,OH,Mount Vernon,1950,male,uniden,University of Southern Mississippi,,University of Southern Mississippi,,University of Utah,,,
1797,1316,"Hyde, Lewis",Lewis Hyde,Lewis,Hyde,1987,"1976, 1981",USA,MA,Watertown,1945,male,uniden,University of Minnesota,,University of Iowa,,,,,
1798,1413,"Kaplan, David",David Kaplan,David,Kaplan,1987,,USA,IA,Iowa City,1946,male,uniden,Yale University,,,,,University of Iowa,,
1799,1438,"Keenan, Deborah",Deborah Keenan,Deborah,Keenan,1987,,USA,MN,St. Paul,1950,female,white,Macalester College,,,,,,,
1800,1577,"Lanouette, William",William Lanouette,William,Lanouette,1987,,USA,DE,Washington,1940,male,uniden,,,,,,,,
1801,1580,"Larkin, Joan",Joan Larkin,Joan,Larkin,1987,1996,USA,MA,Shelburne Falls,1939,female,uniden,Swarthmore College,,University of Arizona,,,Brooklyn College,,
1802,1602,"Lee, Li-Young",Li-Young Lee,Li-Young,Lee,1987,1995,USA,IL,Chicago,1957,male,asianam,University of Pittsburgh,,University of Arizona,State University of New York Brockport,,,,
1803,1607,"Lehman, David",David Lehman,David,Lehman,1987,,USA,NY,Lansing,1948,male,uniden,Columbia University,,University of Cambridge,,Columbia University,,,
1804,1626,"Levine, Philip",Philip Levine,Philip,Levine,1987,"1976, 1981",USA,CA,Fresno,1928,male,uniden,Wayne State University,,,,,University of Iowa,Stanford University,
1805,1638,"Lieber, Todd",Todd Lieber,Todd,Lieber,1987,,USA,IA,Indianola,1944,male,uniden,Duke University,,,University of Arizona,,,,
1806,1664,"Lombreglia, Ralph",Ralph Lombreglia,Ralph,Lombreglia,1987,,USA,NJ,Morris Plains,1951,male,uniden,Syracuse University,,Johns Hopkins University,,,Stanford University,,Yes
1807,1807,"McClatchy, J. D.",J. D. McClatchy,J. D.,McClatchy,1987,,USA,NY,New York,1945,male,uniden,Georgetown University,,,,Yale University,,,
1808,1834,"McFee, Michael",Michael McFee,Michael,McFee,1987,,USA,NC,Durham,1954,male,uniden,University of North Carolina Chapel Hill,,University of North Carolina Chapel Hill,,,,,
1809,1835,"McGarry, Jean",Jean McGarry,Jean,McGarry,1987,,USA,MD,Columbia,1948,female,uniden / irisham,Harvard University,,,,,Johns Hopkins University,,Yes
1810,1837,"McGrath, Thomas",Thomas McGrath,Thomas,McGrath,1987,"1974, 1982",USA,MN,Minneapolis,1916,male,uniden,University of North Dakota,,Louisiana State University,University of Oxford,,,,Yes
1811,1840,"McIlroy, Christopher",Christopher McIlroy,Christopher,McIlroy,1987,,USA,AZ,Tucson,,male,uniden,Pomona College,,,,,University of Arizona,,
1812,1853,"McNamara, Robert",Robert McNamara,Robert,McNamara,1987,,USA,WA,Seattle,,male,uniden,Amherst College,,Colorado State University,,University of Washington,,,
1813,1854,"McNaughton, Duncan",Duncan McNaughton,Duncan,McNaughton,1987,,USA,CA,Santa Cruz,1942,male,uniden,New York University,,,,State University of New York Buffalo,,,
1814,1876,"Mendez, Charlotte",Charlotte Mendez,Charlotte,Mendez,1987,,USA,NY,Wells Bridge,1935,female,uniden,San Diego State University,,,,Syracuse University,Syracuse University,,
1815,1935,"Monninger, Joseph",Joseph Monninger,Joseph,Monninger,1987,1994,USA,NH,Bridgewater,1953,male,uniden,Temple University,,University of New Hampshire,,,,,Yes
1816,1953,"Morgan, Robert",Robert Morgan,Robert,Morgan,1987,"1968, 1975, 1982",USA,NY,Freeville,1944,male,uniden,University of North Carolina Chapel Hill,,,,,University of North Carolina Greensboro,,Yes
1817,1965,"Mosher, Howard Frank",Howard Frank Mosher,Howard Frank,Mosher,1987,,USA,VT,Irasburg,1942,male,uniden,Syracuse University,,University of Vermont,,,,,Yes
1818,2006,"Naylor, Phyllis",Phyllis Naylor,Phyllis,Naylor,1987,,USA,MD,Bethesda,1933,female,uniden,American University,,,,,,,
1819,2032,"Nietzke, Ann",Ann Nietzke,Ann,Nietzke,1987,,USA,CA,Los Angeles,1945,female,white,,,Illinois State University,,,,,Yes
1820,2058,"O'Connor, Wendy",Wendy O'Connor,Wendy,O'Connor,1987,,USA,DC,Washington,,female,uniden,,,,,,,,
1821,2076,"Oldham, Pamolu",Pamolu Oldham,Pamolu,Oldham,1987,,USA,NC,Cameron,1949,female,uniden,Sweet Briar College,,,,,Columbia University,,
1822,2121,"Paley, Grace",Grace Paley,Grace,Paley,1987,1967,USA,NY,New York,1922,female,uniden / russianam / jewish,,,,,,,,Yes
1823,2293,"Repp, John",John Repp,John,Repp,1987,,USA,PA,Pittsburgh,1953,male,uniden,Franconia College,,,,,Central Michigan University,University of Pittsburgh,
1824,2329,"Roberts, John",John Roberts,John,Roberts,1987,,USA,CO,Boulder,1940,male,uniden,,,,,,,,Yes
1825,2337,"Robinson, Roxana",Roxana Robinson,Roxana,Robinson,1987,,USA,NY,Katonah,1946,female,uniden,University of Michigan Ann Arbor,,,,,,,Yes
1826,2354,"Romtvedt, David",David Romtvedt,David,Romtvedt,1987,,USA,NY,Buffalo,1950,male,uniden,Reed College,,,,,University of Iowa,,Yes
1827,2413,"Saltman, Benjamin",Benjamin Saltman,Benjamin,Saltman,1987,1969,USA,CA,Northridge,1927,male,uniden / jewish,University of Pittsburgh,,,,Claremont Graduate University,San Francisco State University,,
1828,2421,"Sanders, Ed",Ed Sanders,Ed,Sanders,1987,,USA,NY,Woodstock,1939,male,uniden,New York University,,,,,,,
1829,2427,"Sanford, Annette",Annette Sanford,Annette,Sanford,1987,1974,USA,TX,Ganado,1929,female,uniden,University of Texas Austin,,,,,,,Yes
1830,2431,"Santos, Sherod",Sherod Santos,Sherod,Santos,1987,,USA,MO,Columbia,1948,male,uniden,San Diego State University,,San Diego State University,,University of Utah,University of California Irvine,,
1831,2470,"Schwerner, Armand",Armand Schwerner,Armand,Schwerner,1987,"1973, 1979",USA,NY,Staten Island,1927,male,white / jewish,Columbia University,,Columbia University,,,,,
1832,2487,"Segal, Lore",Lore Segal,Lore,Segal,1987,"1968, 1982",USA,NY,New York,1928,female,uniden / jewish,Bedford College,,,,,,,
1833,2505,"Shapard, Robert",Robert Shapard,Robert,Shapard,1987,,USA,UT,Salt Lake City,1942,male,uniden,,,,,,,,
1834,2517,"Shaw, Robert",Robert Shaw,Robert,Shaw,1987,,USA,MA,South Hadley,1927,male,uniden,Yale University,,,,Harvard University,,,Yes
1835,2544,"Shore, Jane",Jane Shore,Jane,Shore,1987,1977,USA,MA,Cambridge,1947,female,uniden / jewish,Goddard College,,,,,University of Iowa,,
1836,2553,"Sidhwa, Bapsy",Bapsy Sidhwa,Bapsy,Sidhwa,1987,,USA,TX,Houston,1938,female,asianam / southasian,Kinnaird College For Women,,,,,,,
1837,2562,"Silva, Jeff",Jeff Silva,Jeff,Silva,1987,,USA,CA,La Honda,,male,uniden,Ithaca College,,,,,Vermont College of Fine Arts,Stanford University,
1838,2583,"Skinner, Jeffrey T.",Jeffrey T. Skinner,Jeffrey T.,Skinner,1987,2007,USA,CT,Easton,1949,male,uniden,Rollins College,,,,,Columbia University,,
1839,2586,"Skoyles, John",John Skoyles,John,Skoyles,1987,1976,USA,NC,Black Mountain,1949,male,uniden,Fairfield University,,University of Iowa,,,University of Iowa,,
1840,2591,"Sleigh, Tom",Tom Sleigh,Tom,Sleigh,1987,1994,USA,MA,Cambridge,1953,male,uniden,Evergreen State College,,,,,Johns Hopkins University,,
1841,2595,"Smiley, Jane",Jane Smiley,Jane,Smiley,1987,1978,USA,IA,Ames,1949,female,uniden,Vassar College,,,,University of Iowa,University of Iowa,,Yes
1842,2653,"Spilman, Richard",Richard Spilman,Richard,Spilman,1987,,USA,MA,Provincetown,1946,male,uniden,Illinois Wesleyan University,,San Francisco State University,,State University of New York Binghamton,,,Yes
1843,2656,"Sprengnether, Madelon",Madelon Sprengnether,Madelon,Sprengnether,1987,,USA,CA,Oakland,1942,female,white,Bryn Mawr College,,Yale University,,Yale University,,,
1844,2696,"Stern, Gerald",Gerald Stern,Gerald,Stern,1987,"1976, 1982",USA,IA,Iowa City,1925,male,white / jewish,University of Pittsburgh,,Columbia University,University of Paris,,,,
1845,2739,"Swander, Mary",Mary Swander,Mary,Swander,1987,,USA,IA,Ames,1950,female,uniden,Georgetown University,,,,,University of Iowa,,
1846,2832,"Tudor, Stephen",Stephen Tudor,Stephen,Tudor,1987,,USA,MI,Detroit,1933,male,uniden,Trinity College,,,,,University of Oregon,,
1847,2836,"Twichell, Chase",Chase Twichell,Chase,Twichell,1987,1993,USA,NJ,Princeton,1950,female,uniden,Trinity College,,,,,University of Iowa,,
1848,2851,"Van Walleghen, Michael",Michael Van Walleghen,Michael,Van Walleghen,1987,1979,USA,IL,Urbana,1938,male,uniden,Wayne State University,,,,,University of Iowa,,
1849,2938,"Watson, Larry",Larry Watson,Larry,Watson,1987,2004,USA,WI,Milkwaukee,1947,male,uniden,University of North Dakota,,University of North Dakota,,University of Utah,,,Yes
1850,2965,"Wetherell, W. D.",W. D. Wetherell,W. D.,Wetherell,1987,1982,USA,NH,Lynne,1948,male,uniden,Hofstra University,,,,,,,
1851,2992,"Willard, Nancy",Nancy Willard,Nancy,Willard,1987,1976,USA,NY,Poughkeepsie,1936,female,uniden,University of Michigan Ann Arbor,,Stanford University,,University of Michigan Ann Arbor,,,Yes
1852,3002,"Williamson, Anne",Anne Williamson,Anne,Williamson,1987,,USA,CA,Berkeley,,female,uniden,,,,,,,,
1853,3031,"Wolff, Geoffrey",Geoffrey Wolff,Geoffrey,Wolff,1987,1980,USA,RI,Jamestown,1937,male,uniden,Princeton University,,University of Cambridge,,,,,Yes
1854,3033,"Wolitzer, Hilma",Hilma Wolitzer,Hilma,Wolitzer,1987,1978,USA,NY,Syosset,1930,female,uniden,,,,,,,,Yes
1855,3040,"Wood, Nancy",Nancy Wood,Nancy,Wood,1987,,USA,NM,Taos,1936,female,uniden / irisham,Bucknell University,,,,,,,
1856,3047,"Wormser, Baron",Baron Wormser,Baron,Wormser,1987,,USA,ME,Norridgewock,1948,male,white,Johns Hopkins University,,University of California Irvine,,,,,
1857,30,"Akins, Ellen",Ellen Akins,Ellen,Akins,1988,,USA,IL,Chicago,1959,female,uniden,University of Southern California,,,,,,,Yes
1858,74,"Antoni, Robert",Robert Antoni,Robert,Antoni,1988,,USA,IA,Iowa City,1958,male,uniden / carribeanam,Duke University,,Johns Hopkins University,,University of Iowa,University of Iowa,,
1859,156,"Battin, Wendy",Wendy Battin,Wendy,Battin,1988,,USA,NY,Syracuse,1953,female,uniden,Cornell University,,University of Washington,,,,,
1860,232,"Bierds, Linda",Linda Bierds,Linda,Bierds,1988,1996,USA,WA,Bainbridge Island,1945,female,uniden,University of Washington,,University of Washington,,,,,
1861,237,"Birtha, Becky",Becky Birtha,Becky,Birtha,1988,,USA,PA,Philadelphia,1948,female,afam,State University of New York Buffalo,,,,,Vermont College of Fine Arts,,Yes
1862,280,"Bottoms, David",David Bottoms,David,Bottoms,1988,,USA,GA,Marietta,1949,male,uniden,Mercer University,,University of West Georgia,,Florida State University,,,Yes
1863,287,"Boyd, Blanche McCrary",Blanche McCrary Boyd,Blanche McCrary,Boyd,1988,,USA,CT,New London,1945,female,white,Pomona College,,,,,Stanford University,,
1864,296,"Bradley, John M.",John M. Bradley,John M.,Bradley,1988,2007,USA,CO,Fort Collins,1950,male,uniden / greekam / irisham,University of Minnesota,University of Minnesota,Colorado State University,,,Bowling Green State University,,
1865,367,"Buckholts, Claudia",Claudia Buckholts,Claudia,Buckholts,1988,,USA,OK,Ardmore,1944,female,uniden,University of Michigan Ann Arbor,,,,,,,
1866,369,"Budenz, Julia",Julia Budenz,Julia,Budenz,1988,,USA,MA,Cambridge,1934,female,uniden,College of New Rochelle,,Catholic University of America,,Harvard University,,,
1867,398,"Byer, Kathryn",Kathryn Byer,Kathryn,Byer,1988,,USA,NC,Cullowhee,1944,female,white,Wesleyan University,,,,,University of North Carolina Greensboro,,
1868,403,"Cader, Teresa",Teresa Cader,Teresa,Cader,1988,1994,USA,MD,Lexington,,female,uniden,Wilson College,,University of Wisconsin Madison,Harvard University,,,,
1869,422,"Canin, Ethan",Ethan Canin,Ethan,Canin,1988,1995,USA,CA,San Francisco,1960,male,uniden / jewish,Stanford University,,,,,University of Iowa,,Yes
1870,424,"Cantor, Alfred",Alfred Cantor,Alfred,Cantor,1988,,USA,MA,Cambridge,1948,male,uniden,University of California Santa Cruz,,,,Harvard University,,,
1871,437,"Carruth, Hayden",Hayden Carruth,Hayden,Carruth,1988,"1967, 1969, 1975",USA,NY,Munnsville,1921,male,uniden,University of North Carolina Chapel Hill,,University of Chicago,,,,,Yes
1872,447,"Casey, Deborah Ann",Deborah Ann Casey,Deborah Ann,Casey,1988,,USA,OR,Eugene,,female,uniden,,,,,,,,
1873,503,"Cisneros, Sandra",Sandra Cisneros,Sandra,Cisneros,1988,1981,USA,IL,Chicago,1954,female,latinx,Loyola University Chicago,,,,,University of Iowa,,Yes
1874,530,"Cohen, Helen Degen",Helen Degen Cohen,Helen Degen,Cohen,1988,,USA,IL,Deerfield,1934,female,white / jewish,University of Texas San Antonio,,University of Illinois Urbana Champaign,,,,,
1875,545,"Collier, Phyllis",Phyllis Collier,Phyllis,Collier,1988,,USA,WA,Kent,1939,female,uniden,University of Washington,,,,,University of Washington,,
1876,546,"Collins, Billy",Billy Collins,Billy,Collins,1988,,USA,NY,Scarsdale,1941,male,uniden,College of the Holy Cross,,University of California Riverside,,University of California Riverside,,,
1877,558,"Constanzo, Gerald",Gerald Constanzo,Gerald,Constanzo,1988,1974,USA,PA,Mount Lebanon,1945,male,uniden / italianam,Harvard University,,,,,Harvard University,,
1878,582,"Costanzo, Gerald",Gerald Costanzo,Gerald,Costanzo,1988,,USA,PA,Mount Lebanon,1945,male,uniden / italianam,Harvard University,,,,,Johns Hopkins University,,
1879,590,"Covington, Vicki",Vicki Covington,Vicki,Covington,1988,,USA,AL,Birmingham,1952,female,white,University of Alabama Tuscaloosa,,University of Alabama Tuscaloosa,,,,,Yes
1880,612,"Cummins, James",James Cummins,James,Cummins,1988,,USA,OH,Cincinnati,1948,male,white / irisham,University of Cincinnati,,,,,University of Iowa,,Yes
1881,615,"Cunningham, Michael",Michael Cunningham,Michael,Cunningham,1988,,USA,CA,La Cañada,1952,male,uniden,Stanford University,,,,,University of Iowa,,Yes
1882,659,"Davis, Kathryn",Kathryn Davis,Kathryn,Davis,1988,1981,USA,VT,East Calais,1946,female,uniden,,,,,,,,Yes
1883,691,"Denning, Candace",Candace Denning,Candace,Denning,1988,,USA,VA,Great Falls,,female,uniden,,,Indiana University,,,Warren Wilson College,,
1884,692,"Dennis, Carl",Carl Dennis,Carl,Dennis,1988,,USA,NY,Buffalo,1939,male,uniden,University of Minnesota,,,,University of California Berkeley,,,
1885,783,"Economou, George",George Economou,George,Economou,1988,1999,USA,OK,Norman,1934,male,white,Colgate University,,Columbia University,,Columbia University,,,
1886,840,"Fairchild, Bertram Jr.",Bertram Fairchild Jr.,Bertram Jr.,Fairchild,1988,2005,USA,CA,Claremont,1942,male,uniden,University of Kansas,,University of Kansas,,University of Tulsa,,,
1887,862,"Ferriss, Lucy",Lucy Ferriss,Lucy,Ferriss,1988,,USA,NY,Staatsburg,1954,female,white,Pomona College,,San Francisco State University,Tufts University,Tufts University,,,Yes
1888,887,"Flook, Maria",Maria Flook,Maria,Flook,1988,,USA,NC,Black Mountain,1952,female,uniden,Emerson College,,,,,,,Yes
1889,908,"Fowler, Karen Joy",Karen Joy Fowler,Karen Joy,Fowler,1988,,USA,CA,Davis,1950,female,uniden,University of California Berkeley,,,,,,,Yes
1890,935,"Funk, Allison",Allison Funk,Allison,Funk,1988,,USA,MA,Groveland,1951,female,uniden,Ohio Wesleyan University,,,,,Columbia University,,
